Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
4848,0,11.7834,-197.223,986.057,-17.5199,43.1173,984.751,231.994,-133.121,986.349,174.261,82.4548,983.893,14.9743,-240.006,684.93,22.9731,-219.717,559.81,45.9223,-228.002,425.336,137.747,-167.175,74.2912,202.352,-87.7557,69.9196,-26.2936,-219.375,42.8429,14.4175,139.586,852.493,-5.92304,189.417,580.979,-8.3416,255.027,300.856,17.7551,285.192,85.9105,,,,-156.954,304.013,71.4855
4849,0,11.5847,-198.084,986.851,-17.5739,42.2219,986.361,231.842,-134.068,987.45,174.274,81.5894,985.817,16.4142,-240.175,685.354,25.5956,-219.062,560.639,48.3641,-227.86,426.086,137.781,-167.234,74.4847,202.377,-87.9166,69.8213,-26.3681,-219.379,42.8314,14.305,138.816,853.764,-5.92634,187.638,582.044,-5.37446,251.894,301.824,22.2617,281.213,86.8707,,,,-152.286,301.364,71.9152
4850,0,11.3707,-198.929,987.791,-17.566,41.4264,987.884,230.772,-134.81,987.283,174.18,80.8419,987.734,17.6077,-240.307,685.749,27.0995,-219.16,561.117,50.8391,-227.595,426.873,137.841,-167.228,74.7193,202.489,-88.0109,69.878,-26.4028,-219.39,42.8989,14.2125,138.076,855.082,-5.913,185.978,583.255,-3.66481,249.04,302.576,26.478,277.325,88.9396,,,,-147.921,298.472,71.9264
4851,0,11.2084,-199.641,988.764,-17.7353,40.7127,989.523,231.412,-135.601,990.054,173.945,80.1059,989.609,19.0627,-240.148,686.352,30.1222,-218.461,561.945,53.4338,-227.388,427.665,137.841,-167.306,74.8598,202.496,-88.0368,69.9668,-26.4605,-219.347,42.9731,14.0546,137.427,856.298,-5.92395,184.157,584.213,-0.718172,245.845,303.348,30.8416,273.525,91.3679,,,,-143.692,295.277,71.7259
4852,0,10.9064,-200.232,989.818,-17.807,40.0712,990.934,231.145,-136.146,991.427,173.95,79.5488,991.584,20.3202,-240.074,686.752,32.4435,-218.281,562.533,56.3923,-227.049,428.482,137.851,-167.352,74.9248,202.599,-88.1508,69.9972,-26.4926,-219.352,43.0713,13.926,136.747,857.374,-5.89184,182.426,585.208,1.56944,242.729,304.099,35.146,269.536,93.6286,,,,-139.346,291.959,71.3237
4853,0,10.4686,-200.861,990.874,-17.9387,39.5223,992.26,230.915,-136.713,992.907,173.745,78.8335,993.304,21.5552,-239.968,687.31,35.328,-217.779,563.292,59.3798,-226.766,429.328,137.838,-167.345,74.9829,202.576,-88.176,69.9882,-26.5253,-219.361,43.1663,13.9028,136.047,858.472,-5.86522,180.695,586.135,3.38509,239.789,304.674,39.6021,265.249,95.159,,,,-134.672,288.612,70.8812
4854,0,9.94471,-201.337,991.956,-18.0237,39.0508,993.68,230.683,-137.28,994.386,173.62,78.0718,995.029,22.7619,-239.916,687.649,37.8415,-217.497,563.741,62.5434,-226.528,430.135,137.871,-167.369,75.0626,202.629,-88.3276,69.7766,-26.5281,-219.358,43.1323,13.8464,135.366,859.473,-5.67096,179.04,586.808,5.93015,236.584,305.024,44.3292,261.038,96.0775,116.93,195.288,68.6513,-129.787,285.053,69.972
4855,0,9.39116,-201.785,993.021,-18.166,38.7268,995.137,230.427,-137.956,995.679,173.607,77.426,996.43,24.2039,-239.805,687.996,40.535,-217.237,564.136,65.8843,-226.401,430.801,138.006,-167.398,75.0284,202.809,-88.296,69.8433,-26.4669,-219.361,43.1209,13.8682,134.704,860.336,-5.21122,177.416,587.302,9.08893,233.416,305.287,49.1221,256.737,96.2184,122.275,190.674,71.1424,-124.738,281.338,68.8469
4856,0,8.70101,-202.092,994.033,-18.2058,38.4536,996.405,230.042,-138.67,996.725,173.836,76.4137,997.721,25.7007,-239.762,688.179,43.5551,-217.022,564.569,69.451,-226.254,431.407,138.268,-167.384,74.8953,202.728,-88.0688,70.0338,-26.3524,-219.352,43.0663,13.8448,134.051,861.048,-4.70301,175.739,587.589,11.7866,230.398,305.408,53.9098,252.516,95.7599,123.221,185.762,69.7771,-119.76,277.474,67.4567
4857,0,7.91277,-202.339,995.012,-18.2365,38.3473,997.634,229.568,-139.523,997.639,173.947,75.6485,998.707,27.0429,-239.904,688.318,46.5718,-217.006,564.55,72.9983,-226.274,431.946,138.486,-167.334,74.6525,203.252,-88.5875,69.572,-26.2461,-219.398,42.9249,13.9099,133.449,861.627,-3.9142,174.148,587.811,14.1507,227.588,305.456,58.5126,248.508,94.9938,136.142,177.908,81.8525,-115.015,273.229,65.8149
4858,0,7.07118,-202.513,995.757,-18.323,38.3166,998.832,229.032,-140.463,998.256,174.017,74.9136,999.578,28.489,-240.009,688.364,49.6292,-216.987,564.71,76.2718,-226.294,432.38,138.549,-167.398,74.3508,203.071,-88.4464,69.5586,-26.2097,-219.389,42.8399,13.9413,132.876,862.021,-3.10333,172.609,587.807,16.5395,224.813,305.425,62.4771,244.61,94.3753,134.282,178.342,74.1082,-110.742,268.835,64.143
4859,0,6.17881,-202.534,996.486,-18.5608,38.4295,999.926,228.328,-141.543,998.754,174.18,74.1587,1000.29,29.7066,-240.157,688.318,52.2791,-217.059,564.721,79.0976,-226.288,432.823,138.567,-167.442,74.2484,203.236,-88.6726,69.4254,-26.2189,-219.383,42.8156,13.9674,132.333,862.404,-2.21262,171.08,587.888,19.3156,221.786,305.311,66.2103,241.194,94.3375,136.281,174.544,73.5607,-107.094,264.307,62.6556
4860,0,5.27916,-202.519,997.054,-18.8921,38.5998,1001.06,226.452,-142.298,997.561,174.135,73.2992,1000.9,31.0005,-240.171,688.339,54.5243,-217.061,564.841,81.4675,-226.323,433.19,138.552,-167.564,74.2635,203.112,-88.7773,69.2689,-26.2949,-219.379,42.8776,13.9915,131.847,862.71,-1.31272,169.66,587.955,21.4853,219.076,305.163,69.2148,237.674,94.6441,148.389,167.761,85.0704,-103.801,259.755,61.3894
4861,0,4.49702,-202.449,997.415,-19.1762,38.711,1001.89,226.06,-143.42,998.08,173.955,73.1279,1001.69,31.9528,-240.079,688.321,56.327,-216.92,565.003,83.1842,-226.226,433.589,138.521,-167.651,74.1525,203.277,-88.9072,69.5195,-26.3195,-219.386,42.9063,13.8601,131.391,862.921,-0.459097,168.041,587.872,23.653,216.457,305.047,72.3614,234.577,95.2521,146.785,168.636,77.7494,-100.68,255.304,60.1669
4862,0,3.96017,-202.318,997.629,-19.5248,38.7905,1002.57,225.668,-144.445,998.661,173.901,72.4979,1002.37,32.573,-239.926,688.407,57.395,-216.831,565.279,84.2413,-226.216,433.946,138.439,-167.767,74.255,202.542,-88.1518,70.2777,-26.3859,-219.394,42.9435,14.4623,130.581,862.892,0.565775,166.605,587.722,25.8528,213.951,304.838,75.4256,231.589,95.7409,155.66,162.196,86.4114,-97.5889,251.168,59.2727
4863,0,3.60647,-202.242,997.748,-19.866,38.7975,1003.04,225.313,-144.966,999.093,173.591,72.1909,1003.04,32.7261,-239.802,688.544,57.7156,-216.758,565.582,84.8282,-226.223,434.319,138.455,-167.84,74.4653,202.237,-87.7189,70.9199,-26.4531,-219.375,43.0193,13.8386,130.224,862.864,1.66552,165.263,587.5,28.1713,211.567,304.539,78.4024,228.582,96.0055,153.671,162.993,78.9268,-94.5005,247.129,57.9247
4864,0,3.40812,-202.262,997.675,-20.3499,38.6823,1003.3,224.974,-145.107,999.485,173.132,72.0845,1003.53,32.4506,-239.686,688.602,57.5359,-216.669,565.745,84.8945,-226.214,434.496,138.303,-167.924,74.6296,202.05,-87.7305,70.9909,-26.5675,-219.358,42.9517,13.5702,129.603,862.605,3.01106,163.977,586.963,30.5065,209.271,304.137,81.233,225.644,95.6926,156.872,160.343,79.1456,-91.4615,243.356,56.676
4865,0,3.35151,-202.399,997.667,-20.8137,38.4189,1003.38,224.817,-144.984,999.7,172.615,72.1709,1003.94,31.9801,-239.559,688.648,57.1219,-216.569,565.752,84.5907,-226.183,434.476,138.227,-167.952,74.7064,202.002,-87.7644,71.0836,-26.6584,-219.382,42.8322,13.2668,128.933,862.328,4.44399,162.65,586.567,32.9115,207.014,303.683,84.2235,222.783,95.08,159.128,157.493,78.4571,-88.4903,239.847,55.4108
4866,0,3.46585,-202.715,997.557,-21.3361,37.9503,1003.49,225.665,-144.576,1001.34,172.045,72.4698,1004.35,31.5696,-239.499,688.691,56.6213,-216.435,565.653,84.0293,-226.099,434.447,138.073,-167.898,74.5642,202.27,-88.0868,70.9134,-26.6378,-219.409,42.7754,12.9309,128.286,861.979,6.02194,161.407,585.963,35.4402,204.88,303.064,87.3203,219.874,94.1671,163.534,154.61,79.6915,-85.2257,236.644,54.0717
4867,0,3.59502,-203.126,997.452,-21.8315,37.3566,1003.44,225.72,-143.873,1001.41,171.408,72.6869,1004.61,31.149,-239.562,688.646,56.1097,-216.334,565.456,83.3001,-225.966,434.364,138.106,-167.839,74.5177,202.549,-88.3483,70.745,-26.5513,-219.411,42.6894,12.6243,127.703,861.562,7.59036,160.133,585.243,38.0742,202.804,302.323,90.6231,217.077,93.1295,165.86,151.733,78.6458,-81.8966,233.718,52.5033
4868,0,3.78222,-203.554,997.252,-22.3539,36.833,1003.22,225.732,-143.083,1001.27,170.84,73.0219,1004.71,30.9815,-239.55,688.521,55.6353,-216.242,565.346,82.6009,-225.805,434.228,138.236,-167.734,74.4596,202.638,-88.432,70.6294,-26.5154,-219.43,42.3897,12.3415,127.243,861.025,8.95977,159.094,584.644,40.706,200.816,301.43,94.0202,214.429,92.1796,169.176,148.89,78.5311,-78.3306,231.016,50.8577
4869,0,3.78714,-203.917,997.085,-22.8995,36.4804,1003.02,225.676,-142.389,1001.16,170.28,73.4944,1004.82,30.8038,-239.597,688.417,55.1218,-216.238,565.274,81.8336,-225.653,434.071,138.311,-167.646,74.4969,202.664,-88.3768,70.6312,-26.4815,-219.405,42.2276,12.1231,126.849,860.483,10.4715,158.251,583.829,43.2857,198.947,300.504,97.2184,211.675,91.4301,173.172,145.999,79.1446,-74.819,228.64,49.3377
4870,0,3.62862,-204.161,996.999,-23.4058,36.2314,1002.81,225.523,-141.952,1001.24,169.792,73.6413,1004.84,30.6304,-239.689,688.448,54.7028,-216.284,565.441,81.1326,-225.629,434.009,138.197,-167.607,74.6016,202.567,-88.3785,70.5943,-26.5291,-219.402,42.1078,12.0204,126.544,859.972,12.0559,157.441,583.008,45.9383,197.171,299.672,100.701,209.234,90.9786,176.225,143.006,78.9281,-71.4287,226.59,48.1755
4871,0,3.39367,-204.26,996.945,-23.8794,36.1013,1002.58,225.178,-141.727,1001.25,169.318,73.8155,1004.8,30.4859,-239.834,688.506,54.3445,-216.364,565.604,80.6833,-225.711,434.163,138.114,-167.627,74.8157,202.6,-88.4288,70.6818,-26.6067,-219.404,42.119,12.0229,126.325,859.514,13.6804,156.826,582.479,48.7541,195.507,298.917,103.987,206.639,90.653,178.254,140.018,77.8112,-67.8925,224.735,46.8798
4872,0,3.14336,-204.32,996.914,-24.377,36.0992,1002.35,224.783,-141.667,1001.32,168.933,74.0418,1004.74,30.3791,-239.965,688.606,54.07,-216.483,565.669,80.2738,-225.751,434.146,137.953,-167.659,74.9547,202.441,-88.3906,70.9,-26.6541,-219.419,42.2187,12.2326,126.15,858.961,15.4687,156.41,581.933,51.5991,193.978,298.294,107.352,204.138,90.2294,182.007,136.917,78.4721,-64.3564,223.123,45.4375
4873,0,2.80708,-204.223,996.909,-24.7537,36.2632,1002.07,222.791,-141.221,999.115,168.644,74.2499,1004.55,30.185,-240.049,688.646,53.8032,-216.526,565.736,79.917,-225.778,434.078,137.815,-167.638,74.9265,202.557,-88.5114,70.9213,-26.7221,-219.417,42.2693,12.4574,126.176,858.435,17.4394,156.079,581.261,54.4054,192.553,297.721,110.661,201.637,89.5004,184.869,133.935,78.2966,-60.7276,221.828,43.8966
4874,0,2.47929,-203.983,996.868,-25.1212,36.4853,1001.79,224.011,-141.839,1001.2,168.364,74.4053,1004.28,29.9004,-240.05,688.626,53.4616,-216.586,565.613,79.5889,-225.745,434.016,137.768,-167.637,75.0248,202.408,-88.4365,70.999,-26.7672,-219.407,42.285,13.012,126.33,858.074,19.5965,155.76,580.738,57.2624,191.177,297.119,113.967,199.211,88.5659,186.748,131.298,77.314,-57.1445,220.962,42.7961
4875,0,2.16055,-203.722,996.842,-25.5088,36.7594,1001.57,222.199,-141.472,999.032,168.181,74.4644,1004.01,29.5882,-239.962,688.609,53.1371,-216.596,565.558,79.3809,-225.751,433.999,137.737,-167.708,75.0166,202.561,-88.5666,70.8702,-26.7605,-219.425,42.3501,13.7303,126.558,857.691,21.9836,155.466,580.075,60.132,189.834,296.456,117.139,196.76,87.5763,190.029,128.058,77.2094,-53.5479,220.422,41.5276
4876,0,1.76491,-203.442,996.755,-25.8356,37.0426,1001.2,222.022,-141.558,998.967,168.006,74.6093,1003.69,29.219,-239.813,688.666,52.9223,-216.609,565.473,79.3568,-225.766,433.961,137.8,-167.688,75.0228,202.601,-88.7416,70.5938,-26.7645,-219.452,42.3252,14.6533,126.944,857.16,24.4635,155.214,579.446,63.1232,188.555,295.631,120.201,194.263,86.4687,193.301,121.68,79.5414,-49.9501,220.045,40.3201
4877,0,1.32512,-203.061,996.719,-26.1837,37.4389,1000.87,221.961,-141.637,998.996,167.742,74.8835,1003.31,28.8331,-239.558,688.731,52.8049,-216.611,565.518,79.3682,-225.777,433.96,137.833,-167.673,74.997,202.561,-88.7947,70.3968,-26.7305,-219.445,42.2226,15.6152,127.451,856.469,27.0655,154.928,578.614,66.185,187.235,294.756,123.316,191.922,85.5607,193.365,118.829,76.7759,-46.5562,220.045,39.5808
4878,0,0.950062,-202.671,996.826,-26.5762,37.8777,1000.78,222.656,-141.541,1000.45,167.577,74.9981,1002.88,28.4749,-239.243,688.779,52.5515,-216.509,565.437,79.2142,-225.664,433.929,137.907,-167.691,75.0324,202.775,-88.9049,70.3242,-26.7023,-219.452,42.2196,16.715,128.057,855.771,29.7733,154.698,577.849,69.3558,186.057,293.92,126.494,189.704,84.8859,197.332,115.394,77.7458,-43.1761,220.112,39.2277
4879,0,0.627612,-202.229,996.985,-26.8407,38.3319,1000.66,221.342,-141.095,998.637,167.532,75.3281,1002.47,27.9458,-238.872,688.844,52.167,-216.335,565.408,78.8592,-225.555,433.868,137.909,-167.61,74.9321,202.895,-88.9926,70.284,-26.6606,-219.452,42.2296,17.8303,128.746,855.224,32.5659,154.404,577.239,72.5098,184.796,293.154,129.176,186.951,83.7065,199.015,112.198,76.6132,-40.0005,220.597,39.4387
4880,0,0.226715,-201.701,997.135,-27.0731,38.8921,1000.37,221.044,-140.795,998.439,167.482,75.9135,1002.02,27.0915,-238.465,688.812,51.4399,-216.044,565.24,78.4039,-225.361,433.822,137.959,-167.577,74.8729,202.991,-88.9958,70.3445,-26.6378,-219.424,42.212,18.9696,129.341,854.587,35.3428,154.226,576.478,75.5172,183.561,292.356,132.517,185.126,83.4909,200.61,109.058,75.3745,-36.918,220.869,39.1358
4881,0,-0.0859741,-201.142,997.326,-27.1481,39.5928,1000,219.867,-139.721,997.437,167.528,76.3119,1001.46,26.2651,-237.856,688.834,50.6693,-215.665,565.227,77.9394,-225.062,433.852,137.974,-167.535,74.8154,202.711,-88.6229,70.5745,-26.5816,-219.419,42.2209,20.861,129.517,853.652,38.155,154.065,575.741,78.5299,182.395,291.425,135.182,182.834,82.5604,201.829,112.108,67.7513,-33.9396,221.14,38.8874
4882,0,-0.312691,-200.486,997.579,-27.2603,40.3836,999.621,221.495,-139.873,999.717,167.539,76.9198,1001.08,25.4043,-237.098,689.059,49.9634,-215.319,565.342,77.3819,-224.791,433.903,137.987,-167.547,74.8546,202.673,-88.5881,70.601,-26.6278,-219.427,42.183,21.8117,130.033,852.922,40.7485,154.08,575.001,81.4147,181.369,290.544,137.866,180.719,81.5715,203.279,102.858,72.922,-30.1585,221.196,37.1079
4883,0,-0.555,-199.809,997.679,-27.2631,41.0873,999.164,221.292,-139.239,999.597,167.538,77.3355,1000.52,24.3316,-236.486,689.227,49.2944,-215.067,565.447,76.9036,-224.642,433.986,137.925,-167.591,74.9015,202.837,-88.8277,70.4346,-26.6553,-219.426,42.1655,22.0636,130.8,852.369,43.2161,153.999,574.218,84.2037,180.313,289.749,139.963,178.215,80.0094,203.585,101.019,69.6963,-27.1522,221.523,36.2674
4884,0,-0.676828,-199.043,997.703,-27.2474,41.9645,998.717,221.178,-138.618,999.572,167.601,77.9003,999.965,23.4475,-235.827,689.374,48.6551,-214.846,565.47,76.5113,-224.563,434.038,137.884,-167.678,74.9107,202.695,-88.9653,70.1646,-26.7478,-219.41,42.1626,22.8673,131.374,851.547,45.5689,154.044,573.468,86.9083,179.373,289.034,142.051,176.051,78.9148,205.069,98.0961,68.9713,-24.3501,221.907,36.6861
4885,0,-0.812945,-198.263,997.788,-27.0186,42.843,998.1,221.002,-138.008,999.431,167.714,78.7337,999.52,22.7261,-235.275,689.497,48.1148,-214.592,565.437,76.1365,-224.522,434.193,137.819,-167.757,74.9172,202.431,-88.6536,70.5095,-26.7876,-219.419,42.2814,23.5364,131.977,850.934,47.7899,153.957,572.791,89.3951,178.497,288.337,144.234,174.382,78.3831,207.284,95.7144,68.5999,-21.7108,222.102,37.2378
4886,0,-0.98376,-197.417,997.804,-26.8551,43.7689,997.645,219.599,-137.137,997.438,168.261,78.5802,998.761,22.185,-234.687,689.583,47.6787,-214.245,565.43,75.6444,-224.403,434.216,137.735,-167.771,74.8844,202.428,-88.7316,70.5632,-26.8494,-219.423,42.3936,24.3842,132.73,850.124,49.7742,153.802,572.156,91.5175,177.679,287.615,146.513,173.637,78.5869,208.539,94.3541,67.3177,-19.5596,222.25,38.245
4887,0,-1.12405,-196.454,997.834,-26.4703,44.7887,997.073,219.568,-136.538,997.292,168.601,79.2265,998.145,21.9139,-234.066,689.692,47.2945,-213.782,565.483,74.6244,-224.639,434.16,137.7,-167.809,74.8015,202.022,-87.9643,71.4133,-26.8001,-219.418,42.461,25.1899,133.624,849.4,51.7382,153.501,571.338,93.035,176.952,286.747,147.782,172.73,78.6852,209.667,93.4288,66.3677,-17.8221,222.118,38.6847
4888,0,-1.22098,-195.283,997.918,-26.1717,45.8597,996.58,219.781,-136,997.003,168.915,80.2986,997.59,21.8128,-233.346,689.671,46.9143,-213.225,565.598,74.0899,-224.252,434.109,137.931,-167.816,74.8778,202.573,-88.5373,70.744,-26.7186,-219.367,42.5662,26.1977,134.605,848.492,53.6105,153.25,570.382,93.89,176.377,285.754,148.509,172.287,78.8096,210.412,93.2271,65.1188,-17.0891,221.713,38.7543
4889,0,-1.27569,-194.08,997.859,-25.8242,47.1332,996.015,219.908,-135.391,996.718,169.505,80.6913,996.765,21.6488,-232.667,689.655,46.5554,-212.569,565.619,74.0954,-223.233,434.029,138.006,-167.868,74.6941,202.292,-87.9774,71.0432,-26.6416,-219.353,42.5426,27.1049,135.467,847.515,55.2108,152.994,569.382,94.1153,175.843,284.589,148.878,172.393,78.8211,210.457,93.3477,63.4998,-17.2707,221.545,38.8494
4890,0,-1.26658,-192.814,997.918,-25.5517,48.3364,995.506,221.024,-134.952,997.856,169.902,81.9604,996.147,21.3894,-231.863,689.663,46.1209,-211.83,565.616,73.5348,-222.676,434.092,138.083,-167.75,74.7036,202.305,-87.9667,70.9088,-26.5769,-219.314,42.6442,27.9054,136.263,846.483,56.5095,152.587,568.506,93.9949,175.622,283.35,148.722,172.362,78.5537,211.009,92.5482,62.8467,-17.9089,221.63,39.1917
4891,0,-1.08056,-191.519,998.028,-25.1894,49.6765,994.901,221.172,-134.166,997.356,170.485,82.4502,995.381,20.9831,-230.915,689.643,45.4694,-211.049,565.571,72.2934,-222.681,434.059,138.117,-167.683,74.6703,202.771,-88.5297,70.2895,-26.5556,-219.31,42.6894,28.5552,136.914,845.373,57.6232,152.303,567.488,93.7478,175.511,282.294,148.572,172.334,77.9707,211.134,92.3657,62.1433,-18.5756,221.504,39.3306
4892,0,-0.858425,-190.397,997.91,-24.7831,50.8023,994.257,221.54,-133.187,996.951,170.885,83.8232,994.688,20.5055,-229.942,689.568,44.7897,-210.196,565.495,71.6252,-222.126,434.025,138.125,-167.68,74.5143,202.778,-88.5193,70.1362,-26.523,-219.271,42.8104,28.9032,137.522,844.394,58.3982,152.135,566.564,93.6208,175.383,281.352,148.716,172.483,77.0077,211.238,92.5707,61.8408,-19.0445,221.427,39.11
4893,0,-0.496521,-189.095,997.859,-24.3864,52.0913,993.492,221.836,-132.102,996.447,171.284,84.7594,993.762,20.1426,-228.836,689.551,44.1739,-209.385,565.236,71.0797,-221.552,433.945,138.231,-167.683,74.4558,202.825,-88.5418,69.9926,-26.4944,-219.288,42.7909,29.2463,138.109,843.234,58.8984,152.146,565.562,93.5754,175.307,280.405,148.622,172.181,75.9422,211.393,92.3084,60.8978,-19.1226,221.221,38.8584
4894,0,-0.0809298,-187.902,997.732,-23.9403,53.2389,992.877,221.246,-130.608,994.63,171.805,86.0676,992.884,19.7854,-227.777,689.655,43.7382,-208.55,565.268,70.4604,-221.027,433.85,138.209,-167.681,74.3703,202.819,-88.6043,69.9169,-26.4868,-219.272,42.8641,29.2664,138.828,842.314,59.0921,152.209,564.711,93.617,175.301,279.523,148.94,172.101,75.1001,211.568,92.1254,60.1003,-18.8681,221.208,39.1205
4895,0,0.438408,-186.601,997.713,-23.5305,54.4788,992.377,222.596,-129.485,995.905,172.28,87.4701,992.247,19.5824,-226.6,689.831,43.3619,-207.741,565.605,69.8594,-220.431,434.01,138.214,-167.692,74.5344,202.892,-88.6485,69.9391,-26.4889,-219.23,43.0594,29.1229,139.615,841.507,59.0866,152.433,564.011,93.6091,175.218,278.778,149.387,172.087,74.8727,211.597,92.1264,59.7687,-18.4202,221.241,39.4542
4896,0,0.807975,-185.261,997.792,-23.1427,55.7905,991.847,221.779,-127.643,993.909,172.513,88.7747,991.573,19.3192,-225.431,690.103,42.7163,-206.799,565.768,69.1106,-219.674,434.342,138.085,-167.783,74.6848,202.778,-88.6283,69.9167,-26.546,-219.172,43.2601,28.8248,140.474,840.826,59.0002,152.768,563.373,93.4787,175.257,278.058,149.53,172.075,75.0578,211.599,92.084,59.4939,-18.0981,221.282,39.5414
4897,0,1.31771,-183.841,997.886,-22.8532,56.968,991.348,221.97,-125.921,993.545,172.622,90.5627,990.912,19.2052,-224.186,690.32,42.3008,-205.788,566.12,68.3522,-218.827,434.518,137.99,-167.767,74.9364,202.67,-88.6251,69.8439,-26.6492,-219.108,43.4245,28.5009,141.327,840.125,58.8261,153.148,562.74,93.3338,175.452,277.497,149.457,172.102,75.4101,211.551,92.0925,59.4131,-17.9274,221.33,39.5523
4898,0,2.0504,-182.498,997.981,-22.3829,58.1239,990.806,222.656,-124.565,993.484,172.954,91.8428,990.365,19.2266,-223.061,690.359,42.0309,-204.696,566.233,67.8617,-218.043,434.572,137.92,-167.808,74.8478,202.731,-88.6356,69.7221,-26.5741,-219.104,43.6313,29.1932,141.802,839.196,58.9176,153.686,562.235,93.2263,175.675,276.962,149.515,172.151,75.748,211.312,92.2481,58.8821,-17.9479,221.317,39.5697
4899,0,2.93487,-181.129,998.237,-22.0398,59.218,990.525,223.857,-123.224,993.56,173.381,93.4547,989.958,19.5894,-221.872,690.54,41.9404,-203.549,566.145,67.7071,-217.17,434.662,138.026,-167.65,74.8443,202.777,-88.5116,69.7464,-26.4495,-219.093,43.7697,29.2263,142.756,838.73,59.1169,154.323,561.829,93.1489,175.975,276.458,149.693,172.232,75.7585,210.58,92.4153,57.6887,-17.9651,221.299,39.4792
4900,0,3.70447,-179.863,998.405,-21.7206,60.4111,990.347,225.649,-121.706,994.878,173.851,94.9976,989.615,20.1027,-220.777,690.579,42.2875,-202.465,566.35,67.7961,-216.299,434.715,138.179,-167.6,74.7506,202.859,-88.4401,69.5161,-26.3499,-219.113,43.7788,28.775,144.172,838.72,59.2707,154.997,561.529,93.0756,176.251,276.005,149.805,172.23,75.4447,211.984,92.2257,58.713,-17.9699,221.287,39.2465
4901,0,4.58006,-178.595,998.501,-21.3294,61.5619,990.173,226.417,-120.04,994.734,174.261,96.5242,989.436,20.7982,-219.708,690.711,42.6172,-201.419,566.297,68.066,-215.52,434.764,138.329,-167.489,74.7197,202.937,-88.3638,69.3578,-26.2478,-219.06,43.8845,29.0791,145.457,838.48,59.3763,155.863,561.255,92.9308,176.606,275.578,149.885,172.24,75.083,212.063,92.2256,58.5182,-17.989,221.294,39.0251
4902,0,5.39376,-177.409,998.618,-20.7771,62.761,989.896,227.053,-118.321,994.838,174.676,98.0101,989.364,21.4975,-218.791,690.796,43.2071,-200.514,566.52,68.3499,-214.836,434.869,138.408,-167.415,74.8082,202.97,-88.3255,69.2236,-26.1999,-219.072,43.9497,29.3633,146.81,838.417,59.3329,156.697,560.872,92.7181,176.978,275.178,149.812,172.207,74.7723,212.105,92.2647,58.4694,-17.968,221.308,38.9174
4903,0,6.09998,-176.053,998.736,-20.347,64.0328,989.779,227.79,-116.577,994.96,174.903,99.844,989.508,22.2374,-217.806,690.941,43.7566,-199.642,566.634,68.5984,-214.152,435.076,138.417,-167.363,74.809,202.999,-88.2946,69.1591,-26.2241,-219.07,43.9698,29.636,148.139,838.315,59.1533,157.623,560.681,92.5076,177.306,274.924,149.816,172.279,74.6641,212.119,92.2953,58.4637,-17.9424,221.331,38.8516
4904,0,6.83006,-174.754,998.813,-19.9575,65.4527,989.793,,,,175.405,101.25,989.595,23.1169,-216.901,691.174,44.3583,-198.698,566.965,69.0269,-213.384,435.379,138.379,-167.319,74.8906,202.923,-88.3047,69.1154,-26.2618,-219.02,44.048,29.9025,149.439,838.185,60.8664,158.773,558.27,92.2706,177.614,274.701,149.771,172.288,74.7445,212.059,92.2694,58.4311,-17.9652,221.338,38.7693
4905,0,7.56772,-173.42,998.963,-19.544,66.8039,989.806,229.036,-113.083,995.2,175.784,103.193,989.831,23.8841,-215.993,691.419,44.8311,-197.785,567.186,69.2666,-212.767,435.735,138.161,-167.347,74.9125,202.874,-88.2756,69.2814,-26.2852,-219.036,44.0805,30.733,150.426,837.828,58.7889,159.47,560.326,92.0173,177.94,274.541,149.745,172.296,74.9396,212.012,92.307,58.4183,-17.9994,221.312,38.8281
4906,0,8.19045,-171.946,999.232,-18.9784,68.2711,989.579,222.803,-110.558,987.028,176.298,104.643,989.874,24.8063,-215.115,691.758,45.3395,-197.006,567.429,69.5823,-212.101,436.078,138.038,-167.388,75.0659,202.77,-88.2496,69.3869,-26.3642,-219.004,44.1896,30.859,151.73,837.698,58.4388,160.344,560.202,91.7317,178.305,274.343,149.686,172.324,75.111,211.925,92.2974,58.512,-18.0693,221.325,38.8819
