Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
4482,0,241.306,-98.8245,1012.76,212.147,141.553,1003.01,460.978,-31.3617,992.237,406.458,180.338,991.747,265.302,-158.982,700.054,282.566,-146.882,577.848,305.474,-171.699,446.698,372.757,-160.137,81.8246,441.742,-83.253,72.9482,205.489,-202.192,47.8057,247.808,223.112,835.61,271.585,228.027,562.765,299.333,252.175,277.102,356.169,252.507,78.333,419.66,178.458,81.8217,182.789,285.664,46.6489
4483,0,241.183,-98.8917,1012.62,212.075,141.51,1002.78,460.827,-31.4877,992.505,406.282,180.285,991.883,265.288,-159.021,700.034,282.614,-146.934,577.945,305.517,-171.741,446.698,372.719,-160.241,81.8717,441.736,-83.2339,72.9728,205.497,-202.215,47.7606,247.89,223.083,835.619,271.605,228.005,562.76,299.232,252.204,277.182,356.114,252.515,78.3155,419.515,178.502,81.961,182.758,285.671,46.657
4484,0,240.994,-98.9308,1012.57,212.001,141.514,1002.77,455.827,-30.2094,986.414,406.217,180.151,992.077,265.239,-159.116,700.01,282.616,-146.994,577.922,305.59,-171.794,446.718,372.709,-160.235,81.9433,441.699,-83.2079,72.9802,205.498,-202.201,47.8288,247.905,223.062,835.649,271.569,228.004,562.858,299.815,252.115,277.599,356.06,252.477,78.3967,419.528,178.433,81.9649,182.765,285.716,46.7347
4485,0,240.799,-99.0499,1012.52,211.864,141.501,1002.69,455.794,-30.3352,986.875,406.227,180.008,992.328,265.216,-159.206,700.022,282.581,-147.047,577.917,305.658,-171.866,446.797,372.641,-160.253,81.8752,441.732,-83.2452,73.0664,205.494,-202.22,47.904,247.93,223.015,835.703,271.643,227.938,562.891,299.342,252.127,277.408,356.108,252.474,78.4937,419.531,178.399,82.0092,182.789,285.664,46.7964
4486,0,240.562,-99.1027,1012.43,211.715,141.475,1002.61,455.463,-30.5119,986.966,406.115,179.92,992.448,265.15,-159.282,699.988,282.576,-147.106,577.887,305.722,-171.911,446.785,372.699,-160.243,81.974,441.754,-83.2585,73.047,205.492,-202.246,47.886,248.089,222.91,835.539,271.693,227.853,562.889,299.372,252.115,277.373,356.085,252.468,78.4372,419.53,178.425,82.0111,182.744,285.668,46.7935
4487,0,240.315,-99.1354,1012.32,211.529,141.491,1002.46,454.588,-30.9942,986.543,406.055,179.788,992.519,265.072,-159.351,699.866,282.6,-147.133,577.849,305.758,-171.936,446.71,372.702,-160.208,81.8869,441.718,-83.2348,73.0359,205.499,-202.241,47.791,247.971,222.911,835.422,271.846,227.815,562.699,299.448,252.127,277.328,356.077,252.456,78.3907,419.458,178.43,81.8351,182.779,285.65,46.7213
4488,0,240.068,-99.1765,1012.26,211.35,141.491,1002.35,459.74,-32.3125,993.645,405.965,179.696,992.588,265.088,-159.372,699.818,282.685,-147.093,577.852,305.793,-171.936,446.681,372.673,-160.18,81.811,441.737,-83.2739,72.9298,205.517,-202.242,47.7212,247.836,222.976,835.499,271.947,227.793,562.663,299.574,252.103,277.26,356.15,252.48,78.3595,419.547,178.461,81.7526,182.811,285.683,46.6949
4489,0,239.764,-99.2199,1012.16,211.15,141.462,1002.23,459.485,-32.4248,993.708,405.864,179.624,992.577,265.092,-159.381,699.77,282.637,-147.107,577.811,305.797,-171.929,446.639,372.706,-160.139,81.7842,441.716,-83.2048,72.9721,205.497,-202.207,47.6679,247.82,222.97,835.439,272.008,227.76,562.576,299.574,252.154,277.178,356.132,252.488,78.2235,419.554,178.539,81.7672,182.812,285.722,46.613
4490,0,239.452,-99.2996,1012.08,210.978,141.415,1002.06,459.239,-32.5244,993.83,405.674,179.508,992.577,265.061,-159.42,699.725,282.67,-147.155,577.795,305.781,-171.949,446.601,372.817,-160.139,81.782,441.727,-83.1986,72.9396,205.518,-202.209,47.6197,247.73,222.971,835.368,271.874,227.802,562.686,299.616,252.128,277.055,356.157,252.482,78.1471,419.776,178.476,81.8319,182.812,285.708,46.5506
4491,0,239.17,-99.3613,1012.06,210.791,141.401,1002.04,458.993,-32.6774,994.003,405.621,179.349,992.736,264.948,-159.501,699.708,282.649,-147.189,577.836,305.805,-171.988,446.683,372.805,-160.162,81.7878,441.776,-83.2181,73.0081,205.564,-202.235,47.5813,247.778,222.905,835.35,272.599,228.05,562.022,299.784,252.097,277.035,356.294,252.492,78.1871,419.718,178.505,81.5811,182.868,285.688,46.5704
4492,0,238.838,-99.467,1012.02,210.592,141.353,1001.92,458.7,-32.8252,994.224,405.197,179.176,993.048,264.791,-159.598,699.647,282.58,-147.282,577.802,305.786,-172.042,446.728,372.794,-160.122,81.7233,441.756,-83.2217,73.1178,205.579,-202.299,47.5839,247.757,222.856,835.378,272.595,227.981,562.056,299.844,252.085,277.185,356.383,252.482,78.2695,419.686,178.531,81.4608,182.877,285.638,46.6104
4493,0,238.472,-99.4629,1011.99,210.366,141.393,1001.82,458.274,-32.9325,994.337,404.904,179.096,993.187,264.583,-159.585,699.666,282.461,-147.275,577.802,305.795,-172.016,446.795,372.835,-160.1,81.814,441.719,-83.1943,73.1347,205.536,-202.236,47.6694,247.682,222.831,835.255,272.558,228.03,562.067,300.295,252.013,277.479,356.367,252.534,78.297,419.841,178.47,81.7567,182.821,285.672,46.7209
4494,0,238.1,-99.4873,1011.89,210.048,141.426,1001.8,457.828,-33.0527,994.398,404.679,179.054,993.286,264.392,-159.587,699.653,282.457,-147.248,577.843,305.805,-172.025,446.793,372.721,-160.086,81.7559,441.727,-83.1979,73.121,205.529,-202.233,47.6523,247.697,222.811,835.196,271.83,227.792,562.758,299.714,252.12,277.235,356.303,252.53,78.2908,419.77,178.461,81.8185,182.887,285.69,46.6359
4495,0,237.691,-99.5542,1011.72,209.804,141.387,1001.63,457.457,-33.237,994.537,404.619,178.938,993.248,264.184,-159.612,699.567,282.381,-147.252,577.814,305.798,-172.035,446.724,372.734,-160.124,81.7832,441.749,-83.1779,73.1292,205.494,-202.256,47.5837,247.596,222.724,835.052,271.857,227.709,562.523,299.633,252.114,277.247,356.191,252.475,78.2689,419.537,178.543,81.7999,182.846,285.694,46.5581
4496,0,237.331,-99.6029,1011.66,209.458,141.413,1001.62,457.104,-33.4033,994.785,404.377,178.826,993.343,263.956,-159.629,699.508,282.259,-147.265,577.764,305.763,-172.065,446.72,372.719,-160.164,81.7966,441.73,-83.2105,73.1037,205.502,-202.299,47.5064,247.43,222.664,834.996,271.571,227.728,562.701,299.555,252.08,277.258,356.049,252.405,78.2704,419.423,178.484,81.6934,182.848,285.675,46.5562
4497,0,236.924,-99.6288,1011.61,209.26,141.378,1001.54,451.996,-32.1312,988.582,404.13,178.742,993.476,263.702,-159.681,699.471,282.056,-147.336,577.733,305.681,-172.067,446.767,372.69,-160.177,81.8493,441.692,-83.1971,73.0931,205.465,-202.28,47.5333,,,,272.22,227.893,561.85,300.008,251.994,277.542,356.084,252.436,78.2893,419.598,178.398,81.8968,182.815,285.708,46.5934
4498,0,236.5,-99.6837,1011.61,208.931,141.4,1001.6,456.467,-33.7562,995.212,403.877,178.649,993.605,263.432,-159.665,699.464,281.862,-147.341,577.809,305.595,-172.084,446.812,372.666,-160.2,81.7883,441.666,-83.1939,73.1574,205.501,-202.3,47.5351,,,,272.225,227.846,561.778,299.567,252.073,277.243,356.123,252.442,78.3028,419.429,178.486,81.7599,182.848,285.692,46.5696
4499,0,236.087,-99.7517,1011.65,208.658,141.349,1001.59,451.208,-32.3899,988.786,403.568,178.522,993.696,263.104,-159.722,699.566,281.551,-147.437,577.864,305.457,-172.097,446.948,372.66,-160.139,81.9889,441.622,-83.2323,73.2099,205.451,-202.25,47.6199,,,,272.102,227.818,561.892,300.022,251.978,277.623,356.197,252.47,78.3967,419.489,178.457,81.7825,182.811,285.687,46.6793
4500,0,235.686,-99.7596,1011.7,208.332,141.349,1001.66,455.586,-33.9893,995.215,403.327,178.44,993.708,262.828,-159.716,699.645,281.395,-147.413,578.035,305.322,-172.098,447.014,372.632,-160.122,82.0347,441.604,-83.2114,73.3252,205.448,-202.281,47.6322,248.658,221.975,834.215,271.244,227.623,562.781,299.492,252.096,277.478,356.212,252.496,78.5217,419.475,178.461,81.8292,182.823,285.665,46.7299
4501,0,235.284,-99.8602,1011.67,207.968,141.327,1001.7,455.218,-34.0762,995.271,403.001,178.376,993.696,262.507,-159.773,699.612,281.127,-147.47,577.988,305.153,-172.11,447.006,372.605,-160.101,81.9749,441.584,-83.2072,73.3723,205.417,-202.283,47.59,,,,271.054,227.609,562.801,299.925,251.981,277.684,356.231,252.546,78.4601,419.598,178.457,81.9918,182.755,285.703,46.7592
4502,0,234.936,-99.8975,1011.58,207.654,141.265,1001.57,454.896,-34.157,995.234,402.361,178.183,993.703,262.304,-159.827,699.543,280.98,-147.486,577.888,305.024,-172.127,446.893,372.629,-160.11,81.9629,441.631,-83.2115,73.3336,205.422,-202.291,47.5036,247.955,221.886,834.129,270.831,227.592,562.751,299.389,252.092,277.342,356.167,252.519,78.3795,419.66,178.45,81.9357,182.764,285.73,46.6403
4503,0,234.6,-99.9595,1011.46,207.237,141.25,1001.58,454.698,-34.2019,995.155,402.218,178.036,993.428,262.074,-159.885,699.388,280.795,-147.494,577.626,304.924,-172.143,446.764,372.639,-160.101,81.7905,441.616,-83.1661,73.2634,205.47,-202.299,47.296,247.673,221.813,833.986,270.699,227.515,562.529,299.798,251.965,277.413,356.106,252.444,78.2293,419.688,178.44,81.867,182.835,285.697,46.4674
4504,0,234.204,-100.028,1011.41,206.886,141.22,1001.5,454.362,-34.291,995.123,401.755,177.956,993.458,261.822,-159.956,699.354,280.602,-147.52,577.566,304.741,-172.141,446.719,372.633,-160.061,81.7237,441.647,-83.193,73.197,205.439,-202.31,47.1961,245.025,222.463,834.882,271.184,227.705,561.785,299.234,252.055,277.113,356.091,252.396,78.1818,419.657,178.477,81.7555,182.879,285.712,46.3903
4505,0,233.775,-100.136,1011.37,206.576,141.199,1001.44,453.925,-34.3623,995.072,401.412,177.879,993.442,261.526,-160.003,699.341,280.409,-147.562,577.602,304.548,-172.153,446.773,372.593,-160.106,81.7652,441.555,-83.1753,73.2322,205.412,-202.32,47.1825,244.835,222.425,834.865,270.324,227.443,562.473,299.604,251.946,277.354,356.168,252.446,78.2036,419.617,178.46,81.7394,182.838,285.684,46.3499
4506,0,233.326,-100.2,1011.39,206.228,141.195,1001.43,453.467,-34.4734,995.238,401.208,177.778,993.437,261.207,-160.05,699.369,280.209,-147.627,577.673,304.406,-172.192,446.872,372.535,-160.117,81.8593,441.463,-83.1686,73.3738,205.398,-202.354,47.1649,244.554,222.413,834.922,270.732,227.651,561.848,299.418,251.945,277.478,356.136,252.466,78.3315,419.551,178.436,81.9487,182.842,285.688,46.407
4507,0,232.867,-100.296,1011.46,205.909,141.154,1001.41,452.979,-34.5715,995.336,400.841,177.713,993.575,260.889,-160.162,699.429,280.009,-147.653,577.762,304.298,-172.246,446.986,372.522,-160.117,82.0163,441.548,-83.2315,73.4864,205.377,-202.338,47.295,246.268,221.675,833.572,269.733,227.48,562.883,299.33,251.93,277.603,356.15,252.435,78.4275,419.522,178.373,81.9908,182.801,285.688,46.5641
4508,0,232.394,-100.35,1011.5,205.512,141.142,1001.44,452.471,-34.6687,995.296,400.531,177.649,993.632,260.603,-160.201,699.389,279.879,-147.682,577.791,304.251,-172.265,447.047,372.538,-160.093,82.0033,441.539,-83.1999,73.5997,205.408,-202.356,47.299,245.936,221.642,833.643,270.465,227.584,561.897,299.299,251.924,277.594,356.145,252.445,78.4862,419.378,178.494,81.8136,182.827,285.68,46.5556
4509,0,231.897,-100.372,1011.43,205.127,141.11,1001.32,451.96,-34.7866,995.317,400.168,177.587,993.623,260.345,-160.245,699.336,279.73,-147.657,577.769,304.178,-172.285,447.041,372.555,-160.062,81.97,441.523,-83.1701,73.5798,205.426,-202.373,47.2217,243.996,222.22,834.819,270.305,227.609,561.905,299.293,251.955,277.514,356.236,252.483,78.4435,419.625,178.451,82.0172,182.867,285.652,46.5365
4510,0,231.391,-100.406,1011.29,204.611,141.162,1001.28,451.523,-34.918,995.414,399.714,177.505,993.526,260.062,-160.283,699.272,279.6,-147.678,577.707,304.062,-172.244,446.942,372.561,-160.038,81.9055,441.489,-83.1738,73.4736,205.389,-202.332,47.1,243.676,222.22,834.751,270.147,227.564,561.805,299.268,251.959,277.347,356.185,252.478,78.306,419.694,178.458,81.9339,182.807,285.712,46.4283
4511,0,230.806,-100.39,1011.28,204.231,141.159,1001.14,451.043,-35.0195,995.56,399.291,177.425,993.519,259.67,-160.34,699.172,279.408,-147.693,577.689,303.922,-172.236,446.952,372.496,-160.04,81.8583,441.445,-83.1498,73.4538,205.342,-202.313,47.0307,243.339,222.196,834.698,269.979,227.571,561.722,299.242,251.952,277.274,356.187,252.473,78.2737,419.68,178.429,81.8129,182.788,285.671,46.3153
4512,0,230.251,-100.426,1011.34,203.78,141.177,1001.1,450.509,-35.121,995.589,398.634,177.258,993.743,259.414,-160.405,699.111,279.185,-147.739,577.667,303.761,-172.247,446.977,372.42,-160.049,81.914,441.332,-83.1525,73.4718,205.295,-202.346,46.9633,243.128,222.096,834.558,269.808,227.522,561.715,299.131,251.929,277.342,356.101,252.452,78.3039,419.544,178.448,81.8721,182.753,285.699,46.3463
4513,0,229.75,-100.509,1011.35,203.377,141.109,1001.1,450.006,-35.22,995.7,398.435,177.124,993.753,259.147,-160.398,699.129,278.954,-147.757,577.612,303.707,-172.292,446.972,372.403,-160.084,81.8593,441.392,-83.1325,73.5677,205.331,-202.37,46.9969,242.861,222.044,834.556,269.642,227.477,561.759,299.074,251.907,277.351,356.106,252.424,78.3109,419.326,178.537,81.6938,182.788,285.694,46.3375
4514,0,229.35,-100.587,1011.3,202.919,141.082,1001.2,449.588,-35.3206,995.835,398.087,177.026,993.912,258.913,-160.403,699.172,278.768,-147.764,577.528,303.704,-172.328,447.022,372.545,-160.062,81.9207,441.502,-83.1667,73.5701,205.395,-202.376,47.007,242.636,221.986,834.525,268.967,227.173,562.32,299.022,251.924,277.414,356.154,252.39,78.3366,419.544,178.459,81.9064,182.866,285.702,46.3751
4515,0,228.882,-100.651,1011.31,202.527,141.083,1001.25,449.002,-35.3736,995.88,397.687,176.963,994.008,258.596,-160.435,699.126,278.584,-147.847,577.568,303.629,-172.355,447.039,372.519,-160.068,81.9625,441.535,-83.1973,73.5859,205.417,-202.374,47.0499,242.204,221.975,834.517,268.608,227.172,562.532,298.421,252.042,277.3,356.226,252.413,78.3672,419.654,178.425,82.0687,182.903,285.708,46.369
4516,0,228.266,-100.694,1011.25,202.062,141.068,1001.15,448.456,-35.5019,996.056,397.142,176.94,994.06,258.171,-160.419,699.157,278.343,-147.888,577.691,303.447,-172.346,447.064,372.513,-160.087,82.0843,441.394,-83.1303,73.6201,205.345,-202.348,47.0589,241.833,221.954,834.437,268.541,227.148,562.31,298.236,252.081,277.318,356.127,252.442,78.4354,419.411,178.521,81.9656,182.815,285.728,46.4056
4517,0,227.579,-100.684,1011.27,201.535,141.071,1001.03,447.789,-35.6524,996.316,396.584,176.9,994.054,257.621,-160.472,699.164,277.997,-147.918,577.768,303.218,-172.348,447.088,372.373,-160.112,82.1548,441.23,-83.1742,73.6729,205.225,-202.338,47.0144,241.473,221.923,834.337,268.287,227.134,562.298,298.566,251.936,277.473,356.033,252.495,78.4992,419.423,178.438,82.1692,182.698,285.728,46.4354
4518,0,226.995,-100.753,1011.25,200.981,141.031,1001.01,447.283,-35.772,996.487,395.943,176.784,994.268,257.282,-160.516,699.176,277.674,-147.962,577.635,303.073,-172.384,447.16,372.358,-160.109,82.2149,441.164,-83.1417,73.8191,205.227,-202.362,47.0475,242.72,221.246,833.035,267.889,227.13,562.561,298.456,251.928,277.506,356.007,252.475,78.5322,419.408,178.373,82.2019,182.671,285.72,46.4365
4519,0,226.492,-100.815,1011.19,200.54,141.016,1001.04,441.482,-34.5732,989.606,395.584,176.667,994.319,256.987,-160.574,699.049,277.459,-147.94,577.453,302.977,-172.425,447.163,372.308,-160.062,82.0893,441.262,-83.1277,73.8921,205.254,-202.385,47.02,242.318,221.217,833.092,268.494,227.29,561.644,297.914,252.001,277.201,356.04,252.433,78.5023,419.259,178.475,82.0504,182.719,285.757,46.4399
4520,0,226.004,-100.864,1011.14,200.078,141.01,1001,446.431,-35.9971,996.489,395.199,176.521,994.27,256.725,-160.609,698.967,277.351,-147.934,577.317,302.933,-172.464,447.104,372.387,-160.02,81.9804,441.438,-83.1855,73.7837,205.331,-202.39,46.9057,240.582,221.824,834.128,267.835,226.999,562.167,298.465,251.882,277.347,356.094,252.399,78.3942,419.471,178.444,82.128,182.844,285.69,46.2563
4521,0,225.424,-100.871,1011.16,199.658,140.964,1000.85,440.742,-34.6486,989.732,394.901,176.428,994.119,256.385,-160.655,698.943,277.147,-147.948,577.322,302.849,-172.491,447.093,372.406,-159.985,81.9039,441.404,-83.1187,73.7877,205.377,-202.383,46.7518,241.523,221.266,833.157,268.175,227.254,561.606,298.459,251.885,277.27,356.176,252.4,78.326,419.558,178.486,81.8903,182.895,285.683,46.1623
4522,0,224.862,-100.895,1011.19,199.15,140.963,1000.75,440.431,-34.6215,990.051,394.309,176.321,994.107,255.942,-160.715,698.936,276.965,-148.007,577.417,302.695,-172.52,447.096,372.435,-160.008,81.9711,441.273,-83.1312,73.7149,205.285,-202.357,46.7149,239.888,221.769,833.933,267.267,227.02,562.296,298.366,251.905,277.209,356.179,252.446,78.2933,419.506,178.511,81.768,182.857,285.681,46.0802
4523,0,224.247,-100.932,1011.24,198.561,140.968,1000.71,439.714,-34.7341,990.059,393.764,176.272,994.116,255.52,-160.803,698.953,276.736,-148.075,577.505,302.514,-172.555,447.172,372.266,-159.988,81.9993,441.212,-83.1302,73.7688,205.21,-202.37,46.6941,239.463,221.757,833.847,267.01,226.981,562.268,298.238,251.899,277.127,356.134,252.464,78.2823,419.378,178.559,81.8374,182.774,285.721,46.1064
4524,0,223.646,-101.013,1011.39,198.077,140.915,1000.75,444.144,-36.3548,996.855,393.274,176.178,994.257,255.219,-160.858,699.03,276.515,-148.075,577.585,302.364,-172.582,447.293,372.281,-160.024,82.1296,441.207,-83.1136,73.8829,205.207,-202.379,46.7998,239.05,221.701,833.899,267.459,227.165,561.522,298.113,251.879,277.249,356.125,252.443,78.401,419.342,178.557,81.983,182.736,285.691,46.2158
4525,0,223.108,-101.073,1011.44,197.545,140.894,1000.83,438.48,-34.9098,990.186,392.656,176.113,994.502,254.906,-160.954,698.972,276.271,-148.109,577.543,302.295,-172.624,447.351,372.204,-160.036,82.1682,441.193,-83.1373,74.055,205.252,-202.377,46.8169,238.659,221.667,833.956,267.288,227.138,561.556,298,251.862,277.387,356.138,252.433,78.4849,419.347,178.464,82.041,182.755,285.717,46.3355
4526,0,222.626,-101.145,1011.41,197.076,140.853,1000.77,443.115,-36.4643,996.997,392.351,176.079,994.426,254.661,-160.955,698.918,276.142,-148.076,577.496,302.217,-172.641,447.338,372.229,-160.026,82.096,441.196,-83.1478,74.0115,205.277,-202.389,46.7961,238.235,221.673,833.887,266.982,227.098,561.576,297.931,251.866,277.363,356.149,252.415,78.4688,419.391,178.492,82.0627,182.821,285.686,46.2187
4527,0,222.089,-101.184,1011.34,196.578,140.824,1000.62,437.583,-34.9979,990.457,391.803,176.107,994.395,254.313,-160.95,698.817,275.908,-148.115,577.408,302.082,-172.645,447.294,372.27,-160.003,82.0793,441.232,-83.1288,73.9556,205.274,-202.384,46.6692,238.952,221.199,833.046,266.72,227.078,561.546,297.809,251.88,277.286,356.098,252.433,78.3955,419.409,178.51,82.0979,182.806,285.766,46.1082
4528,0,221.525,-101.234,1011.23,196.07,140.774,1000.54,436.957,-35.1721,990.44,391.154,176.019,994.325,253.86,-160.963,698.747,275.585,-148.178,577.379,301.864,-172.697,447.274,372.309,-160.007,82.0973,441.137,-83.1438,73.9266,205.206,-202.396,46.5917,238.533,221.167,832.96,266.439,227.049,561.416,297.617,251.865,277.248,356.066,252.448,78.3773,419.352,178.542,82.1049,182.775,285.753,46.0829
4529,0,220.944,-101.287,1011.22,195.392,140.727,1000.57,436.479,-35.1281,990.533,390.581,175.949,994.329,253.458,-160.975,698.713,275.186,-148.234,577.32,301.572,-172.704,447.312,372.203,-160.028,82.2033,441.091,-83.1002,74.0385,205.137,-202.398,46.5775,238.095,221.097,832.891,265.407,226.796,562.22,297.405,251.846,277.195,356.021,252.445,78.3883,419.319,178.508,82.0457,182.77,285.74,46.0172
4530,0,220.409,-101.331,1011.23,194.914,140.665,1000.51,435.756,-35.3026,990.327,390.072,175.892,994.362,253.072,-161.011,698.718,274.872,-148.257,577.321,301.341,-172.716,447.34,372.144,-160.015,82.2151,441.119,-83.1717,74.0262,205.143,-202.393,46.5939,236.404,221.608,833.675,265.112,226.748,562.173,297.221,251.848,277.193,355.98,252.45,78.3956,419.291,178.517,82.175,182.737,285.724,45.9893
4531,0,219.947,-101.413,1011.26,194.408,140.625,1000.53,434.904,-35.3684,990.15,389.412,175.844,994.606,252.713,-161.052,698.75,274.54,-148.276,577.279,301.185,-172.746,447.409,372.118,-160.037,82.1705,441.157,-83.1324,74.1833,205.193,-202.408,46.632,235.966,221.615,833.766,265.597,226.924,561.409,297.163,251.845,277.263,356.077,252.44,78.4791,419.411,178.435,82.2145,182.772,285.713,46.0117
4532,0,219.434,-101.491,1011.34,193.833,140.63,1000.54,434.291,-35.4569,990.034,388.904,175.808,994.673,252.373,-161.092,698.78,274.314,-148.308,577.326,300.997,-172.765,447.488,372.167,-160.032,82.2272,441.164,-83.1783,74.152,205.21,-202.397,46.6906,235.53,221.31,833.783,265.297,226.933,561.484,297.065,251.845,277.292,356.115,252.441,78.5456,419.279,178.539,82.1301,182.795,285.72,46.0791
4533,0,218.869,-101.553,1011.38,193.275,140.588,1000.5,433.675,-35.5218,990.027,388.418,175.853,994.551,251.938,-161.118,698.707,274.029,-148.333,577.306,300.74,-172.766,447.481,372.135,-159.988,82.2613,441.113,-83.1262,74.198,205.181,-202.434,46.5842,234.961,221.305,833.786,264.292,226.668,562.2,296.863,251.826,277.198,356.081,252.441,78.541,419.304,178.556,82.201,182.729,285.682,45.9935
4534,0,218.307,-101.562,1011.39,192.628,140.558,1000.57,433.262,-35.3729,990.113,387.799,175.901,994.553,251.643,-161.077,698.686,273.748,-148.325,577.297,300.524,-172.76,447.412,372.087,-159.987,82.267,441.053,-83.084,74.218,205.129,-202.412,46.5883,234.488,221.244,833.615,264.176,226.577,561.854,296.698,251.823,277.134,356.025,252.437,78.4859,419.195,178.544,82.2058,182.705,285.73,46.0292
4535,0,217.76,-101.562,1011.31,192.06,140.526,1000.55,432.632,-35.4076,989.937,387.253,175.9,994.554,251.226,-161.08,698.623,273.465,-148.343,577.26,300.301,-172.769,447.336,372.054,-160.02,82.2338,441.026,-83.1295,74.1057,205.08,-202.383,46.5641,233.971,221.401,833.594,264.375,226.8,561.233,296.06,251.89,276.837,356.008,252.432,78.4599,419.25,178.528,82.1953,182.689,285.738,45.9512
4536,0,217.236,-101.556,1011.21,191.515,140.521,1000.44,431.928,-35.4959,989.763,386.561,175.924,994.665,250.871,-161.079,698.511,273.172,-148.31,577.17,300.116,-172.761,447.248,372.035,-160.021,82.1646,441.071,-83.1139,74.1546,205.107,-202.405,46.4722,233.412,221.24,833.504,264.148,226.789,561.139,296.351,251.784,277.047,355.976,252.425,78.4027,419.319,178.455,82.2255,182.71,285.724,45.8315
4537,0,216.788,-101.567,1011.16,190.894,140.536,1000.53,431.592,-35.4144,990.012,386.059,175.905,994.715,250.524,-161.103,698.481,272.957,-148.305,577.189,299.909,-172.753,447.262,372.067,-160.004,82.2225,441.048,-83.1074,74.1761,205.134,-202.444,46.4214,232.924,221.232,833.485,263.852,226.794,561.177,296.186,251.768,277.104,355.977,252.4,78.4216,419.186,178.529,82.0904,182.752,285.728,45.8488
4538,0,216.334,-101.601,1011.07,190.404,140.508,1000.49,430.81,-35.5738,989.824,385.686,175.922,994.663,250.215,-161.091,698.428,272.652,-148.283,577.106,299.7,-172.72,447.244,372.082,-159.99,82.1851,441.117,-83.1022,74.2204,205.15,-202.444,46.4564,232.344,221.303,833.553,263.614,226.789,561.121,296.04,251.754,277.2,355.954,252.375,78.4819,419.241,178.527,82.3162,182.78,285.707,45.7854
4539,0,215.815,-101.642,1011.15,189.941,140.494,1000.5,430.449,-35.3938,989.843,384.413,175.546,994.683,249.838,-161.12,698.391,272.29,-148.271,577.068,299.485,-172.727,447.255,372.105,-159.977,82.2526,441.062,-83.1002,74.2768,205.174,-202.452,46.5267,231.861,221.341,833.662,263.362,226.784,561.13,295.976,251.736,277.186,355.995,252.368,78.5112,419.183,178.559,82.2705,182.77,285.681,45.8222
4540,0,215.308,-101.653,1011.16,189.397,140.534,1000.57,430.251,-35.0859,990.097,384.59,175.976,994.732,249.391,-161.108,698.37,272.023,-148.217,577.028,299.301,-172.711,447.269,372.066,-159.975,82.2468,441.089,-83.132,74.2709,205.134,-202.399,46.5473,233.111,220.712,832.32,263.082,226.815,561.195,295.905,251.735,277.156,356.042,252.383,78.5498,419.369,178.477,82.4225,182.75,285.708,45.8691
4541,0,214.824,-101.613,1011.08,188.979,140.499,1000.41,429.57,-35.1998,989.9,384.063,176.05,994.686,248.955,-161.12,698.258,271.662,-148.222,576.928,299.069,-172.675,447.24,372.099,-159.991,82.2466,441.026,-83.0477,74.2961,205.138,-202.428,46.4454,231.238,221.311,833.412,262.873,226.84,561.056,295.827,251.757,277.103,356.045,252.4,78.5306,419.32,178.505,82.2519,182.747,285.696,45.8724
4542,0,214.322,-101.537,1011.06,188.47,140.561,1000.4,428.84,-35.3513,989.577,383.402,176.089,994.746,248.607,-161.055,698.266,271.382,-148.176,576.974,298.806,-172.642,447.289,372.055,-159.945,82.2413,441.052,-83.0965,74.3036,205.104,-202.406,46.4162,230.792,221.355,833.385,262.543,226.931,561.104,295.701,251.815,277.062,356.041,252.403,78.5014,419.314,178.549,82.2824,182.696,285.729,45.8326
4543,0,213.814,-101.49,1011.05,187.958,140.591,1000.27,428.367,-35.3578,989.677,382.861,176.154,994.775,248.222,-160.943,698.31,271.051,-148.107,576.997,298.517,-172.605,447.292,372.017,-159.982,82.1967,441.024,-83.0787,74.301,205.07,-202.402,46.3673,230.293,221.405,833.342,261.631,226.747,561.718,295.017,251.958,276.773,355.989,252.415,78.4769,419.303,178.507,82.2775,182.659,285.724,45.7319
