Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2168,0,,,,,,,87.8938,-41.2546,511.231,42.1894,174.166,502.963,-184.44,-182.461,250.428,-234.793,-203.573,142.244,-149.696,-231.619,83.7994,197.024,-162.955,209.618,208.813,-87.7745,281.509,173.675,-198.553,51.8029,,,,,,,-20.7595,238.15,128.608,177.94,228.19,217.615,184.522,147.853,275.732,149.946,277.172,54.4024
2169,0,,,,,,,88.0367,-41.8201,510.687,42.3032,174.398,502.745,-183.922,-182.531,251.63,-235.286,-203.982,141.572,-150.214,-231.82,82.4841,195.073,-163.297,210.805,206.361,-87.7815,282.343,173.205,-198.556,51.8731,,,,,,,-20.3485,237.67,127.901,176.42,228.439,218.745,184.022,148.044,276.331,149.648,277.216,54.6536
2170,0,,,,,,,88.1288,-41.6712,510.37,42.0529,175.438,502.754,-183.665,-182.589,252.075,-235.484,-204.352,140.748,-150.339,-231.74,81.0165,193.057,-163.52,211.813,204.482,-87.6065,283.001,172.739,-198.668,52.1789,,,,,,,-19.7001,237.529,128.058,175.715,229.053,219.221,184.35,148.696,276.886,149.291,277.287,54.8201
2171,0,,,,,,,88.1394,-40.6499,510.44,41.5898,176.607,502.566,-183.578,-182.795,251.79,-235.549,-204.696,140.053,-149.789,-231.651,80.2485,191.352,-163.561,212.433,203.321,-87.2582,283.429,172.468,-198.751,52.3534,,,,,,,-19.4271,237.832,128.708,175.712,229.928,219.152,185.063,149.747,277.407,148.826,277.543,54.9548
2172,0,,,,,,,88.4968,-39.0858,510.819,41.282,177.769,502.671,-183.525,-182.845,251.068,-235.555,-204.872,139.759,-149.069,-231.74,80.3004,190.361,-163.348,212.893,203.171,-86.6896,283.314,172.261,-198.81,52.4875,,,,,,,-19.6574,238.267,129.42,176.067,230.89,218.665,185.716,150.929,277.955,148.41,277.858,55.0165
2173,0,,,,,,,88.7297,-37.1513,511.384,41.1787,178.625,503.079,-183.606,-183.547,250.515,-235.288,-204.909,139.901,-148.779,-231.876,80.8458,190.233,-162.587,213.231,203.831,-85.9364,283.216,172.295,-198.811,52.8046,,,,,,,-20.3008,238.672,130.016,176.75,232.377,218.533,186.234,152.417,278.453,148.085,278.214,54.9705
2174,0,,,,,,,89.1406,-35.4097,511.913,41.2469,179.15,503.348,-183.433,-183.275,250.352,-234.949,-204.884,140.054,-148.962,-231.933,81.2623,190.952,-161.594,213.441,204.839,-84.9322,282.826,172.371,-198.672,52.996,,,,,,,-21.0523,239.202,130.407,177.467,233.655,218.271,186.071,153.881,278.963,147.789,278.548,54.8148
2175,0,,,,,,,89.2334,-33.8549,512.262,41.5501,179.168,503.282,-183.228,-182.851,250.312,-234.49,-204.903,139.963,-149.041,-231.815,81.5274,192.048,-160.392,213.402,205.985,-83.6515,282.246,172.554,-198.573,53.2874,,,,,,,-21.6005,239.747,130.59,177.771,234.652,218.219,185.841,155.281,279.469,147.519,278.798,54.6112
2176,0,,,,,,,89.4778,-33.0355,512.134,42.2713,178.709,502.805,-182.921,-182.341,250.22,-233.947,-204.808,139.688,-148.855,-231.624,81.591,193.236,-159.159,212.81,207.055,-82.2206,281.674,172.831,-198.477,53.5231,,,,,,,-21.8742,240.186,130.629,177.329,235.502,218.315,185.527,156.461,279.932,147.392,279.056,54.4927
2177,0,,,,,,,89.7466,-32.9741,511.781,43.2235,177.923,502.233,-182.546,-182.07,249.96,-233.433,-204.677,139.392,-148.424,-231.424,81.4708,194.253,-157.97,212.251,207.787,-80.5206,281.255,173.028,-198.293,53.7612,,,,,,,-21.9305,240.478,130.378,176.271,235.587,218.16,185.315,157.485,280.356,147.205,279.238,54.4151
2178,0,,,,,,,90.3185,-33.7891,511.072,44.5162,177.14,501.759,-182.07,-181.993,249.441,-232.79,-204.703,139.281,-147.991,-231.23,81.3108,194.996,-156.834,212.092,208.028,-78.6584,280.875,173.203,-198.068,54.1989,,,,,,,-21.9385,240.632,130.179,175.363,236.381,218.613,185.224,158.384,280.749,146.999,279.467,54.465
2179,0,,,,,,,91.3478,-35.2203,510.109,45.7977,176.47,501.17,-181.503,-181.971,248.942,-232.351,-204.846,138.939,-147.713,-231.164,81.0793,195.042,-155.73,212.356,207.911,-76.8145,280.688,173.356,-197.83,54.5488,,,,,,,-21.8501,240.804,130.224,174.92,237.313,219.636,185.138,158.999,281.154,146.805,279.615,54.6356
2180,0,,,,,,,92.6171,-37.0292,508.683,47.0995,176.133,500.504,-180.884,-182.01,248.789,-232.026,-205.039,138.598,-147.601,-231.137,80.9863,194.628,-154.746,212.862,207.758,-75.0327,280.41,173.474,-197.632,54.9096,,,,,,,-21.8234,240.99,130.435,174.395,237.639,219.974,185.062,159.348,281.466,146.6,279.717,54.7852
2181,0,,,,,,,94.018,-38.7901,507.09,48.0629,175.918,499.68,-180.54,-181.869,248.857,-231.714,-204.406,137.27,-147.555,-231.176,80.988,193.956,-153.918,213.341,207.439,-73.47,280.327,173.478,-197.497,55.1951,,,,,,,-21.9153,241.151,130.614,174.114,237.73,220.134,184.927,159.455,281.623,146.44,279.778,54.917
2182,0,,,,,,,95.3013,-40.281,505.409,48.7626,175.941,498.793,-180.585,-181.824,249.11,-231.452,-204.694,137.23,-147.484,-231.287,80.7772,193.429,-153.007,213.958,207.148,-72.1373,280.36,173.488,-197.327,55.755,,,,,,,-22.0304,241.212,130.697,174.158,237.656,220.245,184.861,159.414,281.697,146.332,279.828,54.9455
2183,0,,,,,,,96.2699,-41.2779,504.008,49.3059,176.052,498.196,-180.861,-181.67,249.398,-231.255,-205.185,137.203,-147.403,-231.566,80.5334,192.983,-152.264,214.548,206.804,-71.1466,280.365,173.446,-197.186,56.1726,,,,,,,-21.9982,241.251,130.777,174.365,237.376,220.322,184.883,159.208,281.78,146.363,279.804,55.1196
2184,0,,,,,,,96.9469,-41.4832,502.956,49.768,176.077,497.652,-180.898,-181.707,249.737,-231.265,-205.602,137.095,-147.199,-231.759,80.3578,192.721,-151.581,214.812,206.672,-70.3756,280.626,173.54,-197.087,56.4833,,,,,,,-21.8879,241.203,130.76,174.31,236.793,219.781,185.016,158.84,281.682,146.388,279.777,55.2307
2185,0,,,,,,,97.6309,-41.0367,502.466,50.2373,176.042,497.149,-180.864,-181.856,249.762,-231.255,-206.031,136.956,-147.054,-231.928,80.0814,192.837,-150.883,214.984,206.648,-69.7311,280.669,173.641,-196.955,56.6719,,,,,,,-21.5787,241.117,130.668,174.701,236.498,219.753,185.294,158.318,281.557,146.492,279.731,55.3932
2186,0,,,,,,,98.0894,-40.3445,502.199,50.7417,175.901,496.819,-180.847,-182.193,249.48,-231.234,-206.501,136.859,-146.858,-232.083,79.7973,193.137,-150.416,214.956,206.786,-69.1813,280.692,173.795,-196.799,56.7119,,,,,,,-21.1196,240.945,130.643,175.075,236.037,219.693,185.764,157.77,281.299,146.689,279.682,55.5101
2187,0,,,,,,,98.3231,-39.711,502.429,51.2218,175.707,496.399,-180.868,-182.537,249.221,-231.24,-206.955,136.597,-146.687,-232.233,79.3091,193.578,-150.036,214.629,206.986,-68.7021,280.511,173.973,-196.702,56.6661,,,,,,,-20.7215,240.804,130.405,175.447,235.665,219.559,186.211,157.242,281.019,146.881,279.577,55.4414
2188,0,,,,,,,98.1539,-39.2471,502.729,51.6189,175.455,496.156,-180.82,-182.938,249.097,-231.212,-207.719,136.577,-146.438,-232.409,78.8768,193.893,-149.816,214.452,207.246,-68.4064,280.285,174.12,-196.612,56.6852,,,,,,,-20.3879,240.67,130.197,175.77,235.345,219.368,186.659,156.839,280.64,146.974,279.535,55.3141
2189,0,,,,,,,97.9041,-38.9484,503.225,51.901,175.112,496.119,-180.806,-183.41,249.085,-231.092,-208.41,136.73,-146.244,-232.531,78.614,194.196,-149.706,214.34,207.484,-68.2948,280.202,174.153,-196.48,56.6529,,,,,,,-20.0429,240.574,129.991,176.221,235.115,219.238,187.162,156.588,280.345,147.154,279.515,55.2099
2190,0,,,,,,,97.7299,-39.1756,503.503,52.1365,174.739,496.378,-180.882,-184.011,249.19,-230.92,-208.854,136.752,-146.084,-232.707,78.3822,194.376,-149.767,214.419,207.753,-68.4304,280.269,174.181,-196.564,56.7857,,,,,,,-19.6289,240.477,129.852,176.627,234.975,219.105,187.711,156.396,280.234,147.253,279.477,55.1615
2191,0,,,,,,,97.7585,-39.7687,503.537,52.1637,174.353,496.763,-181.025,-184.57,249.392,-230.776,-209.151,136.713,-145.911,-232.803,78.3418,194.517,-149.913,214.505,208.044,-68.651,280.427,174.305,-196.657,56.9515,,,,,,,-19.2938,240.371,129.687,177.068,234.908,218.945,188.26,156.264,280.011,147.35,279.486,55.0487
2192,0,,,,,,,97.6873,-40.4727,503.408,52.119,174.019,497.035,-181.205,-185.149,249.512,-230.643,-209.39,136.642,-145.774,-232.854,78.1494,194.723,-150.13,214.503,208.325,-68.8924,280.439,174.357,-196.706,56.8372,,,,,,,-19.0221,240.29,129.628,177.551,234.839,218.842,188.794,156.105,279.778,147.423,279.479,55.0109
2193,0,,,,,,,97.606,-41.2827,503.27,51.9433,173.666,497.336,-181.393,-185.638,249.744,-230.625,-209.602,136.506,-145.682,-232.916,77.8594,194.935,-150.369,214.406,208.559,-69.2793,280.31,174.514,-196.746,56.5953,,,,,,,-18.737,240.203,129.616,178.03,234.688,218.678,189.33,155.885,279.569,147.555,279.458,55.1144
2194,0,,,,,,,97.3179,-42.1521,503.092,51.5824,173.332,497.586,-181.938,-185.973,249.566,-230.683,-209.74,136.368,-145.619,-232.914,77.6235,195.117,-150.658,214.247,208.763,-69.6745,280.14,174.579,-196.753,56.3455,,,,,,,-18.5381,240.12,129.494,178.301,234.42,218.506,189.66,155.617,279.347,147.59,279.406,55.1057
2195,0,,,,,,,96.6993,-42.8263,503.184,50.9898,173.054,497.893,-182.803,-186.206,249.362,-230.957,-209.853,136.249,-145.637,-232.95,77.5396,195.14,-151.006,214.136,208.827,-70.0434,280.172,174.617,-196.805,56.2721,,,,,,,-18.4059,240.025,129.379,178.4,234.138,218.387,189.844,155.266,279.179,147.566,279.393,55.1463
2196,0,,,,,,,95.6354,-43.3533,503.477,50.1361,172.873,498.384,-184.19,-185.766,248.257,-231.278,-209.979,136.127,-145.74,-232.954,77.5992,195.041,-151.399,214.192,208.685,-70.5349,280.273,174.469,-196.862,56.199,,,,,,,-18.2631,239.945,129.359,178.453,233.871,218.459,189.962,154.946,279.156,147.533,279.367,55.3278
2197,0,,,,,,,94.1349,-43.9162,504.087,49.0812,172.714,498.899,-185.263,-186.666,249.161,-231.69,-210.12,136.046,-145.943,-232.993,77.7065,194.857,-151.722,214.413,208.463,-70.9363,280.462,174.318,-197.036,56.2829,,,,,,,-18.1771,239.804,129.281,178.459,233.63,218.624,189.959,154.546,279.168,147.512,279.335,55.5244
2198,0,,,,,,,93.2422,-43.631,504.731,47.8855,172.5,499.493,-186.291,-187.085,249.822,-232.11,-210.214,136.007,-146.065,-232.941,77.8762,194.621,-151.991,214.668,208.187,-71.3135,280.85,174.205,-197.123,56.4752,,,,,,,-18.1429,239.68,129.207,178.386,233.378,218.764,189.86,154.117,279.114,147.477,279.298,55.7195
2199,0,,,,,,,91.8291,-43.2827,505.811,46.7232,172.29,500.181,-187.472,-187.459,249.877,-232.493,-210.437,135.728,-146.207,-232.961,77.8989,194.333,-152.298,214.824,207.831,-71.7439,281.081,174.15,-197.215,56.5389,,,,,,,-18.12,239.476,129.131,178.331,233.012,218.83,189.714,153.664,279.08,147.487,279.197,55.8527
2200,0,,,,,,,90.4444,-43.2058,506.159,45.7088,172.375,501.107,-188.563,-187.908,249.723,-232.887,-210.691,135.349,-146.311,-232.944,77.7483,194.067,-152.558,214.853,207.524,-72.0411,281.271,174.095,-197.189,56.336,,,,,,,-18.1346,239.259,128.993,178.095,232.546,218.827,189.496,153.164,278.964,147.456,279.096,55.9845
2201,0,,,,,,,88.8622,-43.1218,506.73,43.6692,171.756,500.803,-189.618,-188.408,249.535,-233.297,-210.929,134.978,-146.424,-232.958,77.6251,193.744,-152.743,214.926,207.086,-72.4264,281.315,174.006,-197.211,56.2737,,,,-251.963,232.752,113.751,-18.1848,238.99,128.845,177.872,232.128,218.849,189.241,152.635,278.866,147.433,278.986,56.0856
2202,0,,,,,,,87.3441,-43.1346,507.316,42.1294,171.443,501.34,-190.643,-189.044,249.302,-233.65,-211.184,134.73,-146.549,-232.944,77.6358,193.458,-152.96,215.069,206.715,-72.7535,281.482,173.9,-197.236,56.2465,,,,-252.188,232.959,113.537,-18.2113,238.738,128.773,177.619,231.736,219.02,189.014,152.127,278.875,147.403,278.847,56.2006
2203,0,,,,,,,85.534,-43.4024,507.727,40.4225,171.183,501.894,-191.659,-189.762,249.167,-234.05,-211.498,134.44,-146.725,-232.99,77.6665,193.119,-153.141,215.153,206.401,-73.0376,281.694,173.789,-197.296,56.4233,,,,-252.514,233.171,113.386,-18.2736,238.513,128.755,177.26,231.278,219.159,188.809,151.601,278.835,147.375,278.731,56.3565
2204,0,,,,,,,83.6842,-43.8208,508.28,38.4425,170.909,502.505,-192.791,-190.477,248.958,-234.46,-211.772,134.148,-146.865,-232.956,77.7365,192.815,-153.242,215.262,206.105,-73.2569,281.801,173.651,-197.409,56.5058,,,,-252.87,233.291,113.043,-18.4641,238.289,128.694,176.954,230.913,219.235,188.389,151.035,278.732,147.255,278.649,56.4848
2205,0,,,,,,,81.552,-44.7571,509.07,36.4411,170.592,503.228,-194.26,-190.508,248.74,-234.786,-212.16,133.901,-147.006,-232.927,77.781,192.76,-153.268,215.31,205.947,-73.3933,281.895,173.626,-197.386,56.5503,,,,-253.155,233.441,112.854,-18.561,238.053,128.717,176.701,230.434,219.383,188.121,150.381,278.759,147.148,278.512,56.7635
2206,0,,,,,,,79.5381,-45.3906,509.575,34.2161,170.279,504.047,-195.404,-191.21,248.689,-235.205,-212.614,133.517,-147.09,-232.877,77.7838,192.69,-153.212,215.332,205.879,-73.4116,281.97,173.629,-197.373,56.6207,,,,-253.393,233.615,112.615,-18.6306,237.785,128.793,176.551,229.92,219.553,187.843,149.74,278.788,147.01,278.431,57.0499
2207,0,,,,,,,77.5194,-45.7299,510.361,31.8791,169.909,504.84,-196.679,-191.931,248.48,-235.702,-213.118,133.006,-147.244,-232.834,77.7719,192.662,-153.146,215.311,205.756,-73.3557,281.938,173.559,-197.357,56.5287,,,,-253.67,233.723,112.418,-18.7754,237.526,128.796,176.391,229.459,219.714,187.589,149.081,278.704,146.916,278.338,57.3113
2208,0,,,,,,,76.3475,-46.0524,512.38,29.5989,169.529,505.718,-197.873,-192.572,248.518,-236.287,-212.721,132.813,-147.298,-232.818,77.6839,192.613,-153.042,215.325,205.514,-73.186,281.978,173.53,-197.235,56.504,,,,-253.971,233.833,112.193,-18.8923,237.181,128.782,176.183,228.89,219.84,187.312,148.445,278.655,147.094,278.89,57.471
2209,0,,,,,,,72.7985,-46.2713,511.665,27.2202,169.077,506.615,-199.135,-193.237,248.512,-236.585,-213.058,132.566,-147.303,-232.784,77.562,192.437,-152.971,215.315,205.309,-72.988,282.069,173.543,-197.152,56.4666,,,,-254.325,233.977,112.134,-18.9355,236.829,128.744,176.011,228.319,220.053,187.084,147.695,278.627,146.737,278.19,57.9047
2210,0,,,,,,,70.1313,-47.2842,512.491,24.8358,168.626,507.525,-200.436,-193.916,248.405,-236.997,-213.46,132.259,-147.245,-232.771,77.5041,192.24,-152.922,215.527,205.091,-72.702,282.25,173.657,-196.99,56.6242,,,,-254.581,234.101,111.885,-19.0476,236.533,128.659,175.769,227.795,220.213,186.847,146.956,278.543,146.623,278.109,58.1771
2211,0,,,,,,,68.691,-46.9175,514.535,22.23,168.042,508.426,-201.833,-194.572,248.509,-237.462,-213.831,131.816,-147.322,-232.763,77.4453,191.965,-152.881,215.748,204.814,-72.6386,282.461,173.552,-197.129,56.7669,,,,-254.901,234.133,111.659,-19.119,236.241,128.561,175.418,227.216,220.352,186.57,146.211,278.347,146.527,278.042,58.4158
2212,0,,,,,,,65.8806,-47.6742,516.067,19.6404,167.533,509.285,-203.334,-195.231,248.396,-237.914,-214.108,131.418,-147.436,-232.781,77.3746,191.613,-152.928,215.868,204.507,-72.6542,282.624,173.469,-197.007,56.7914,,,,-255.574,233.185,111.681,-19.1574,235.857,128.469,175.132,226.548,220.502,186.339,145.39,278.27,146.477,277.924,58.63
2213,0,,,,,,,62.2194,-47.8423,515.924,17.0235,166.98,510.134,-204.81,-195.866,248.363,-238.4,-214.46,131.085,-147.593,-233.01,77.3296,191.408,-152.937,215.988,204.242,-72.7195,282.783,173.339,-196.944,56.7581,,,,-255.601,233.863,111.291,-19.1482,235.475,128.486,175.018,225.855,220.696,186.202,144.515,278.216,146.466,277.821,58.8691
2214,0,,,,,,,52.8594,-49.6159,510.057,14.2369,166.456,510.938,-206.383,-196.503,248.231,-238.911,-214.743,130.697,-147.789,-233.441,77.0891,191.184,-152.982,216.116,203.944,-72.8993,282.936,173.234,-196.995,56.8917,,,,-255.923,233.924,111.075,-19.1059,235.139,128.398,174.838,225.189,220.762,186.413,143.303,277.804,146.381,277.724,59.0493
2215,0,,,,,,,56.7677,-49.8912,518.486,11.4857,165.888,511.866,-207.847,-197.038,248.237,-239.419,-215.057,130.384,-148.012,-233.833,76.8663,191.045,-153.154,216.244,203.662,-73.1077,283.117,173.136,-197.05,57.0581,,,,-257.973,233.712,113.291,-19.15,234.805,128.401,174.698,224.51,220.842,185.852,142.838,277.819,146.293,277.561,59.3266
2216,0,,,,,,,53.6182,-49.9093,519.461,8.60769,165.309,512.909,-209.414,-197.669,248.096,-240.028,-215.432,130.016,-148.333,-232.527,76.2355,190.796,-153.265,216.372,203.398,-73.2952,283.324,173.08,-197.223,57.167,,,,-258.59,233.757,113.483,-19.2447,234.444,128.522,174.653,223.931,221.08,185.685,141.99,277.835,146.203,277.4,59.7104
2217,0,,,,,,,50.3643,-50.39,519.933,5.71339,164.746,513.881,-210.951,-198.194,248.108,-240.62,-215.728,129.649,-148.455,-232.545,76.1379,190.542,-153.487,216.436,203.167,-73.5188,283.412,173.039,-197.305,57.0461,,,,-257.067,234.084,110.741,-19.4234,234.139,128.566,174.49,223.345,221.182,185.09,141.204,277.166,146.022,277.294,60.0702
2218,0,,,,,,,47.4722,-50.9368,520.639,2.83118,164.084,514.667,-212.509,-198.563,247.9,-241.13,-215.914,129.289,-148.56,-232.547,75.9589,190.293,-153.683,216.423,202.983,-73.7078,283.528,173.031,-197.277,56.9561,,,,-259.131,233.618,113.005,-19.5456,233.874,128.523,174.293,222.799,221.204,185.172,140.576,277.53,145.857,277.2,60.3299
2219,0,,,,,,,,,,-0.00938224,163.397,515.473,-214.141,-199.126,247.904,-241.727,-216.219,128.84,-148.747,-232.536,75.7519,190.138,-153.832,216.529,202.793,-73.9609,283.697,172.976,-197.296,56.8242,,,,-259.422,233.526,112.803,-19.6994,233.57,128.469,173.985,222.263,221.303,185.109,139.472,276.909,145.714,277.076,60.6037
2220,0,,,,,,,41.7955,-52.2317,522.147,-2.80439,162.728,516.282,-215.81,-199.605,247.71,-242.316,-216.509,128.475,-148.942,-232.604,75.5413,189.941,-154.086,216.493,202.587,-74.2611,283.841,172.798,-197.301,56.904,,,,-259.457,233.341,112.352,-19.7496,233.273,128.476,173.729,221.808,221.58,184.76,139.301,277.515,145.628,276.997,60.859
2221,0,,,,,,,38.6241,-52.75,522.13,-5.68373,162.029,517.075,-217.33,-200.18,247.772,-242.899,-216.884,128.195,-149.175,-232.687,75.3968,189.754,-154.319,216.612,202.417,-74.8274,284.322,172.722,-197.375,56.9927,,,,-259.668,233.339,112.185,-19.7138,233,128.572,173.573,221.439,221.913,184.661,138.792,277.527,145.636,276.883,61.1414
2222,0,,,,,,,35.511,-53.6009,522.819,-8.53253,161.33,517.872,-218.855,-200.826,247.672,-243.391,-217.106,127.977,-149.355,-232.768,75.3717,189.519,-154.563,216.765,202.407,-75.5094,285.182,172.589,-197.443,57.0042,,,,-259.881,233.27,112.051,-19.7018,232.761,128.663,173.435,221.109,222.147,184.613,138.38,277.616,145.64,276.81,61.3788
2223,0,,,,,,,32.6463,-54.3938,524.046,-11.6431,160.555,518.469,-220.289,-201.414,247.573,-243.874,-217.382,127.576,-149.565,-232.859,75.1871,189.254,-154.86,216.861,202.489,-76.2629,285.969,172.443,-197.524,57.1653,,,,-260.237,233.283,112.036,-19.6974,232.56,128.71,173.385,220.831,222.226,184.526,137.939,277.576,145.664,276.697,61.5408
2224,0,-190.827,-109.675,506.237,,,,29.7296,-55.2624,525.07,-14.6897,159.84,519.21,-221.766,-202.07,247.313,-244.368,-217.661,127.017,-149.668,-232.881,74.9762,188.937,-155.109,216.931,202.312,-76.7027,286.275,172.401,-197.584,57.1343,,,,-258.916,233.931,109.761,-19.7253,232.426,128.773,173.455,220.521,222.186,184.654,137.263,277.199,145.688,276.635,61.5892
2225,0,,,,,,,26.2517,-55.7758,525.317,-17.9119,159.1,519.907,-223.106,-202.645,247.064,-244.847,-217.954,126.527,-149.801,-232.901,74.6883,188.764,-155.276,217.036,201.185,-75.7757,284.752,172.317,-197.605,57.1439,,,,-260.818,233.216,111.769,-19.7605,232.274,128.754,173.559,220.226,222.072,184.604,137.034,277.205,145.697,276.571,61.6036
2226,0,,,,,,,23.2893,-56.519,526.187,-21.1797,158.485,520.705,-224.624,-203.291,246.803,-245.326,-218.295,126.047,-149.881,-232.96,74.4235,188.649,-155.428,217.071,201.088,-76.0474,284.98,172.316,-197.595,57.0596,,,,-261.331,233.304,111.904,-19.8238,232.138,128.757,173.569,219.977,222.011,184.418,136.804,277.206,145.682,276.487,61.6229
2227,0,-197.484,-117.924,514.759,,,,20.1425,-57.0638,526.984,-24.5835,157.787,521.685,-226.066,-203.766,246.683,-245.834,-218.591,125.758,-150.092,-232.992,74.2308,188.483,-155.562,217.175,200.876,-76.27,285.099,172.229,-197.588,57.1239,,,,-259.829,233.64,109.288,-19.9219,232.059,128.96,173.476,219.814,222.189,184.213,136.572,277.388,145.627,276.456,61.8441
2228,0,-201.671,-117.904,516.079,-223.831,125.995,501.55,17.1104,-57.5422,528.067,-27.9185,157.142,522.649,-227.712,-204.34,246.643,-246.33,-218.811,125.623,-150.201,-232.966,74.2909,188.261,-155.74,217.283,200.614,-74.6076,283.707,172.086,-197.705,57.2115,,,,-262.074,232.937,111.756,-20.1965,231.968,129.276,173.153,219.652,222.497,183.965,136.449,277.638,145.518,276.433,62.1176
2229,0,-206.363,-121.916,513.926,-228.266,125.613,504.445,13.9608,-58.0233,528.706,-31.3072,156.675,523.552,-229.274,-204.773,246.55,-246.928,-219.048,125.259,-150.362,-233.001,74.2806,187.992,-155.913,217.53,200.237,-76.5905,285.476,172.031,-197.847,57.3892,,,,-262.564,232.845,111.73,-20.5481,231.962,129.517,172.714,219.575,222.796,183.625,136.423,277.841,145.32,276.454,62.3627
2230,0,-209.697,-119.875,518.643,-229.539,123.851,504.366,10.4502,-58.2293,529,-34.7071,156.084,524.308,-230.857,-205.129,246.437,-247.556,-219.228,124.887,-150.609,-233.022,74.1136,187.675,-156.078,217.652,199.751,-76.8285,285.611,171.961,-198.369,57.8465,,,,-261.331,233.19,109.232,-20.8927,231.886,129.736,172.266,219.54,223.106,183.22,136.393,278.008,145.053,276.434,62.6242
2231,0,-212.604,-120.655,520.071,-232.935,122.98,505.827,8.0283,-59.0769,530.31,-37.9431,155.839,524.837,-232.498,-205.663,246.301,-248.138,-219.372,124.582,-150.85,-233.035,73.9776,187.317,-156.264,217.775,199.789,-75.3571,284.587,172.048,-198.83,58.3804,,,,-261.835,233.045,109.054,-21.2303,231.828,129.889,171.804,219.555,223.384,182.812,136.409,278.277,144.825,276.456,62.8362
2232,0,-215.737,-120.903,521.929,-236.883,121.933,506.252,5.3898,-59.7999,531.158,-41.3773,155.43,525.206,-234.02,-206.022,246.009,-248.673,-220.045,124.137,-151.195,-233.049,73.8124,186.957,-156.44,218.05,199.041,-77.3148,286.161,171.299,-196.56,56.4296,,,,-264.137,232.292,111.379,-21.5879,231.826,130.052,171.481,219.643,223.701,182.384,136.42,278.571,144.28,277.186,63.4675
2233,0,-218.636,-121.707,523.254,-240.235,121.282,507.913,3.54657,-60.4691,533.743,-44.929,154.892,525.486,-235.511,-206.518,245.842,-249.176,-220.069,123.901,-151.408,-233.094,73.7302,186.578,-156.659,218.284,199.951,-78.1481,288.64,171.159,-196.601,56.5331,,,,-262.558,232.695,108.413,-21.8995,231.781,130.26,171.11,219.673,223.966,181.942,136.481,278.863,144.244,277.107,63.6619
2234,0,-221.543,-122.506,524.466,-243.341,120.488,508.827,0.460916,-60.9874,534.145,-48.2908,154.04,526.091,-237.056,-206.947,245.576,-249.688,-220.173,123.577,-152.016,-234.066,73.4985,186.316,-156.954,218.557,198.14,-77.7779,286.7,170.514,-198.888,58.6064,,,,-263.072,232.448,108.269,-22.1813,231.764,130.479,170.742,219.718,224.239,181.594,136.587,279.251,144.214,277.024,63.8345
2235,0,-224.48,-123.381,525.597,-246.607,119.745,509.907,-4.70767,-60.9925,531.538,-51.1859,153.486,526.93,-238.477,-207.392,245.255,-249.891,-219.893,122.944,-152.084,-233.888,73.4751,186.108,-157.349,219.06,197.868,-78.0615,287.15,170.805,-196.667,56.6712,,,,-265.566,231.7,111.037,-22.4611,231.751,130.661,170.407,219.786,224.448,181.183,136.757,279.596,144.161,277.005,64.0045
2236,0,-227.407,-124.192,526.712,-249.851,118.965,510.921,-7.51336,-61.5898,532.5,-53.3778,153.515,528.029,-240.001,-207.746,245.028,-250.793,-220.266,122.323,-151.981,-233.431,73.607,185.933,-157.779,219.632,197.348,-78.1494,287.294,170.287,-198.893,58.7194,,,,-265.98,231.559,110.849,-22.7338,231.777,130.932,170.062,219.913,224.779,180.795,136.936,280.013,144.024,277.015,64.2267
2237,0,-230.265,-124.938,527.794,-253.083,118.172,511.862,-8.57386,-62.6246,535.646,-53.4791,150.6,533.05,-241.458,-208.025,244.739,-250.972,-220.17,122.094,-152.118,-233.19,73.7359,185.606,-157.987,219.941,197.005,-78.3664,287.598,170.13,-195.273,56.1882,,,,-266.433,231.365,110.8,-23.074,231.81,131.154,169.625,220.101,225.074,180.291,137.173,280.402,143.822,277.03,64.4077
2238,0,-233.269,-125.775,528.773,-256.36,117.415,512.875,-13.235,-62.5926,533.681,-56.5142,150.067,533.741,-243.111,-208.356,244.482,-251.878,-221.145,122.613,-152.403,-233.118,73.7576,184.516,-157.426,219.107,196.625,-78.3984,287.85,170.103,-195.427,56.388,,,,-266.965,231.153,110.689,-23.5007,231.835,131.327,168.984,220.387,225.418,179.773,137.482,280.73,143.518,277.077,64.5228
