Joints
100
,,Welding_Ethan0728:L_Femur_L_Tibia,Welding_Ethan0728:L_Foot_L_Toe,Welding_Ethan0728:L_Tibia_L_Foot,,,Welding_Ethan0728:R_Femur_R_Tibia,Welding_Ethan0728:R_Foot_R_Toe,Welding_Ethan0728:R_Tibia_R_Foot,,,Welding_Ethan0728:Root_L_Femur,,,Welding_Ethan0728:Root_R_Femur,,,Welding_Ethan0728:World_Root,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,10.2806,,-14.6231,-9.36712,-26.3602,10.9063,,-18.1316,-16.5101,36.8331,-10.7472,12.5488,0.323716,-7.40781,-1.35993,-8.88532,45.2471,-82.1541,48.8222,821.144,902.874,-268.97
2,0,10.246,,-14.6444,-9.35768,-26.3473,10.8813,,-18.1188,-16.5033,36.8865,-10.7626,12.5602,0.336991,-7.43122,-1.33877,-8.86917,45.3655,-82.1731,48.9331,821.835,902.89,-269.09
3,0,10.215,,-14.652,-9.35786,-26.3329,10.8855,,-18.1247,-16.5002,36.885,-10.7691,12.576,0.31984,-7.47213,-1.32078,-8.89085,45.4489,-82.1905,49.0383,822.43,902.907,-269.218
4,0,10.1884,,-14.6456,-9.3417,-26.3192,10.8167,,-18.0987,-16.4652,36.9609,-10.8143,12.6054,0.341455,-7.502,-1.30959,-8.86501,45.8731,-82.2154,49.4528,823.086,902.982,-269.415
5,0,10.1736,,-14.6314,-9.31477,-26.3154,10.7596,,-18.0602,-16.4267,37.0535,-10.8529,12.6348,0.335999,-7.53878,-1.30073,-8.8705,46.2658,-82.2438,49.8637,823.613,903.044,-269.665
6,0,10.1656,,-14.5883,-9.31765,-26.3044,10.7828,,-18.0234,-16.3983,37.1738,-10.8557,12.6675,0.348853,-7.57916,-1.28022,-8.86615,46.4034,-82.2882,50.0037,824.041,903.086,-269.871
7,0,10.1377,,-14.5318,-9.32367,-26.2927,10.7886,,-18.003,-16.3755,37.2308,-10.8717,12.7032,0.349607,-7.62659,-1.2592,-8.86626,46.6009,-82.312,50.2096,824.605,903.056,-270.021
8,0,10.0989,,-14.4697,-9.32489,-26.283,10.7943,,-17.9938,-16.3491,37.2428,-10.8893,12.7484,0.325329,-7.68897,-1.24432,-8.89672,46.8484,-82.3235,50.4927,825.204,903.038,-270.211
9,0,10.0513,,-14.4262,-9.31592,-26.2726,10.7939,,-17.9688,-16.3273,37.3113,-10.9039,12.7911,0.325798,-7.74607,-1.22727,-8.89414,47.2032,-82.3487,50.8578,825.767,903.08,-270.419
10,0,10.0292,,-14.3451,-9.30818,-26.2648,10.7309,,-17.9182,-16.2801,37.4291,-10.9558,12.8423,0.333585,-7.79543,-1.22054,-8.88646,47.8151,-82.3751,51.4798,826.37,903.043,-270.698
11,0,10.0125,,-14.2898,-9.30589,-26.2569,10.7121,,-17.8694,-16.2663,37.5711,-10.9927,12.8762,0.344899,-7.84426,-1.20837,-8.87804,48.1156,-82.3902,51.7852,826.807,903.003,-270.981
12,0,9.9939,,-14.2655,-9.29646,-26.2527,10.7012,,-17.8327,-16.2607,37.6889,-11.0255,12.8949,0.353852,-7.891,-1.18925,-8.86989,48.3784,-82.4036,52.0522,827.219,902.965,-271.233
13,0,9.98614,,-14.2811,-9.27782,-26.2508,10.6937,,-17.802,-16.2656,37.8026,-11.0644,12.9023,0.376948,-7.92802,-1.16924,-8.84342,48.5641,-82.409,52.2316,827.638,903.038,-271.507
14,0,9.97012,,-14.3069,-9.26349,-26.2492,10.6842,,-17.8009,-16.2728,37.8206,-11.106,12.9014,0.36951,-7.97587,-1.14787,-8.85258,48.6813,-82.3926,52.3684,828.089,903.117,-271.722
15,0,9.95172,,-14.3405,-9.25954,-26.2401,10.6779,,-17.7944,-16.293,37.865,-11.145,12.8993,0.373609,-8.01918,-1.13552,-8.84911,48.7493,-82.3696,52.4434,828.511,903.154,-271.94
16,0,9.94104,,-14.3575,-9.25497,-26.2365,10.6533,,-17.8006,-16.3137,37.8683,-11.1931,12.8995,0.359266,-8.0607,-1.1303,-8.86279,48.8694,-82.3393,52.5926,828.893,903.128,-272.209
17,0,9.93376,,-14.367,-9.26746,-26.2241,10.6532,,-17.7764,-16.3334,37.9776,-11.2273,12.9026,0.38437,-8.09131,-1.12058,-8.83737,48.8945,-82.3196,52.6098,829.088,903.146,-272.516
18,0,9.9228,,-14.3677,-9.27685,-26.2159,10.6627,,-17.7444,-16.3496,38.1069,-11.2502,12.9098,0.395789,-8.12925,-1.10557,-8.82411,48.9928,-82.3142,52.7159,829.281,903.147,-272.847
19,0,9.90148,,-14.381,-9.2855,-26.2108,10.6661,,-17.7368,-16.3579,38.1545,-11.2741,12.908,0.384646,-8.17008,-1.08575,-8.83292,49.0577,-82.2924,52.8047,829.533,903.084,-273.113
20,0,9.8762,,-14.4036,-9.29664,-26.2064,10.7407,,-17.7431,-16.3957,38.169,-11.2674,12.9006,0.355365,-8.21817,-1.06779,-8.8646,48.8771,-82.2685,52.664,829.629,903.043,-273.375
21,0,9.84398,,-14.4345,-9.30579,-26.1953,10.7993,,-17.75,-16.4185,38.1812,-11.2621,12.9018,0.343859,-8.26445,-1.04999,-8.87677,48.8713,-82.2578,52.6836,829.763,903.086,-273.611
22,0,9.80945,,-14.4237,-9.3233,-26.1792,10.8447,,-17.7538,-16.4318,38.1943,-11.2781,12.9214,0.351133,-8.29579,-1.04006,-8.86033,48.798,-82.2367,52.6107,829.817,903.097,-273.905
23,0,9.8001,,-14.4482,-9.32965,-26.1674,10.8744,,-17.7658,-16.4287,38.1769,-11.2773,12.9282,0.348519,-8.33875,-1.02788,-8.86947,48.9393,-82.23,52.7795,829.862,903.083,-274.19
24,0,9.80725,,-14.4733,-9.33269,-26.1575,10.9113,,-17.7631,-16.4294,38.2074,-11.2992,12.9317,0.369546,-8.36743,-1.02082,-8.85372,49.0214,-82.2238,52.8662,829.824,903.069,-274.564
25,0,9.81911,,-14.454,-9.33446,-26.1519,10.9419,,-17.7766,-16.4349,38.1935,-11.3204,12.9469,0.379098,-8.39058,-1.01294,-8.8397,49.1139,-82.2359,52.9679,829.811,902.981,-274.912
26,0,9.83918,,-14.4821,-9.33025,-26.1497,10.978,,-17.7634,-16.4156,38.2323,-11.3242,12.9405,0.384375,-8.42304,-0.999932,-8.84207,49.2256,-82.2375,53.1079,829.791,902.958,-275.28
27,0,9.85082,,-14.4641,-9.33159,-26.1466,11.0072,,-17.7596,-16.4011,38.2395,-11.3545,12.9489,0.401543,-8.44214,-0.996931,-8.82594,49.2466,-82.2312,53.1313,829.753,902.954,-275.602
28,0,9.85535,,-14.457,-9.32908,-26.1419,11.047,,-17.7373,-16.3872,38.2972,-11.3575,12.9587,0.420612,-8.46273,-0.996753,-8.80859,49.3323,-82.2404,53.221,829.707,902.988,-275.891
29,0,9.86902,,-14.4767,-9.31507,-26.139,11.0758,,-17.7353,-16.3718,38.3108,-11.3433,12.9577,0.458543,-8.48276,-0.988228,-8.77787,49.5217,-82.2633,53.4047,829.589,902.974,-276.224
30,0,9.88058,,-14.4673,-9.28908,-26.1444,11.1099,,-17.7475,-16.3584,38.2684,-11.3497,12.9655,0.47036,-8.49109,-0.981595,-8.76218,49.6687,-82.2843,53.5574,829.383,902.916,-276.528
31,0,9.8929,,-14.4468,-9.27323,-26.146,11.1412,,-17.7595,-16.3425,38.2283,-11.3465,12.972,0.483525,-8.5027,-0.970121,-8.7492,49.8683,-82.3049,53.766,829.123,902.839,-276.849
32,0,9.92002,,-14.4501,-9.25922,-26.1468,11.1751,,-17.7545,-16.3205,38.2397,-11.3312,12.9662,0.512684,-8.51421,-0.955999,-8.72961,50.0898,-82.336,53.9921,828.893,902.844,-277.158
33,0,9.94329,,-14.4611,-9.23865,-26.1474,11.2081,,-17.7511,-16.2959,38.249,-11.3286,12.9623,0.547734,-8.51655,-0.943058,-8.69738,50.2212,-82.3571,54.1145,828.659,902.853,-277.476
34,0,9.97595,,-14.4658,-9.20385,-26.1562,11.1617,,-17.7632,-16.2591,38.1938,-11.3661,12.9619,0.576385,-8.51231,-0.947423,-8.67414,50.5829,-82.3613,54.4791,828.563,902.88,-277.811
35,0,10.0005,,-14.469,-9.19477,-26.154,11.1384,,-17.7645,-16.2358,38.1733,-11.3913,12.9563,0.612817,-8.50111,-0.956765,-8.642,50.6438,-82.3446,54.5231,828.354,902.844,-278.059
36,0,10.0229,,-14.4546,-9.19913,-26.1462,11.1771,,-17.7688,-16.2397,38.184,-11.3779,12.9607,0.669725,-8.48656,-0.957202,-8.59359,50.6112,-82.3606,54.4601,827.99,902.859,-278.344
37,0,10.0467,,-14.422,-9.20743,-26.1429,11.1925,,-17.7976,-16.245,38.1078,-11.3714,12.9647,0.683173,-8.47395,-0.960567,-8.58342,50.6215,-82.3638,54.4809,827.638,902.786,-278.628
38,0,10.0587,,-14.3907,-9.21899,-26.1355,11.1974,,-17.8188,-16.2492,38.0747,-11.3646,12.9689,0.729349,-8.45434,-0.962026,-8.53808,50.6879,-82.3707,54.527,827.218,902.818,-278.984
39,0,10.0609,,-14.353,-9.23237,-26.1285,11.1852,,-17.8441,-16.2426,38.0238,-11.3639,12.9807,0.768965,-8.43271,-0.96835,-8.50006,50.6996,-82.3596,54.5271,826.819,902.918,-279.357
40,0,10.0458,,-14.3121,-9.2648,-26.113,11.2604,,-17.8749,-16.2745,37.9775,-11.3144,12.9993,0.793594,-8.41957,-0.966218,-8.47804,50.4054,-82.357,54.2249,826.356,902.951,-279.592
41,0,10.0308,,-14.258,-9.31049,-26.0964,11.312,,-17.9251,-16.288,37.8649,-11.2743,13.0222,0.806989,-8.40485,-0.968449,-8.4688,50.1998,-82.3539,54.0324,826.021,902.882,-279.904
42,0,10.012,,-14.2101,-9.35322,-26.0769,11.3708,,-17.9715,-16.3058,37.7684,-11.2222,13.0503,0.828425,-8.38529,-0.970275,-8.44771,50.0113,-82.3561,53.8411,825.59,902.79,-280.163
43,0,10.0038,,-14.1577,-9.4017,-26.0566,11.4131,,-17.9905,-16.3114,37.7379,-11.1846,13.073,0.855904,-8.35781,-0.979753,-8.41658,49.8471,-82.3558,53.672,825.086,902.825,-280.464
44,0,9.99924,,-14.1353,-9.42933,-26.0419,11.3891,,-18.0204,-16.3093,37.6661,-11.1787,13.0936,0.88113,-8.32462,-0.99968,-8.39305,49.8094,-82.3415,53.6372,824.686,902.801,-280.836
45,0,9.99937,,-14.1147,-9.5033,-26.0122,11.4591,,-18.047,-16.3497,37.64,-11.1379,13.0994,0.931752,-8.28333,-1.01638,-8.34628,49.2667,-82.3151,53.066,824.022,902.886,-281.152
46,0,9.99696,,-14.1207,-9.55422,-25.9905,11.456,,-18.0927,-16.385,37.5507,-11.1262,13.1003,0.95998,-8.24145,-1.04849,-8.31759,48.9765,-82.28,52.7727,823.564,902.917,-281.5
47,0,10.0013,,-14.1118,-9.6174,-25.9675,11.446,,-18.1429,-16.4172,37.4439,-11.1158,13.0997,0.980345,-8.19633,-1.08458,-8.29762,48.6106,-82.2309,52.408,823.037,902.953,-281.81
48,0,10.0135,,-14.0994,-9.68635,-25.94,11.4355,,-18.1867,-16.4609,37.3714,-11.1091,13.1005,1.02509,-8.13984,-1.12671,-8.25293,48.2207,-82.188,51.9941,822.491,902.902,-282.122
