Joints
100
,,Welding_hxy0727:L_Femur_L_Tibia,Welding_hxy0727:L_Foot_L_Toe,Welding_hxy0727:L_Tibia_L_Foot,,,Welding_hxy0727:R_Femur_R_Tibia,Welding_hxy0727:R_Foot_R_Toe,Welding_hxy0727:R_Tibia_R_Foot,,,Welding_hxy0727:Root_L_Femur,,,Welding_hxy0727:Root_R_Femur,,,Welding_hxy0727:World_Root,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
45,0,-9.11474,,-10.815,-7.08598,-48.7459,5.80528,,-26.8544,22.1198,60.2218,-1.83964,1.96591,7.86333,-8.67689,-32.8072,-9.57312,117.76,77.9685,-118.038,-0.535857,873.963,-65.2017
46,0,-9.13057,,-10.8173,-7.09038,-48.7503,5.80688,,-26.8614,22.126,60.223,-1.83094,1.96109,7.87677,-8.67398,-32.8213,-9.5642,117.779,77.9657,-118.07,-0.575789,873.977,-65.2075
47,0,-9.14966,,-10.8245,-7.08744,-48.7548,5.8189,,-26.8611,22.1352,60.2278,-1.8242,1.96015,7.88725,-8.67406,-32.8343,-9.55267,117.788,77.9645,-118.092,-0.580917,873.961,-65.1936
48,0,-9.12178,,-10.8192,-7.09426,-48.754,5.82837,,-26.8557,22.1452,60.2339,-1.83933,1.96776,7.8951,-8.67245,-32.8455,-9.54584,117.798,77.9656,-118.107,-0.542337,873.941,-65.1519
49,0,-9.12448,,-10.8163,-7.10154,-48.7544,5.83255,,-26.8506,22.1549,60.239,-1.85644,1.9829,7.88308,-8.7024,-32.8522,-9.56189,117.737,77.9556,-118.039,-0.550156,873.976,-65.1957
50,0,-9.12282,,-10.8139,-7.10912,-48.7556,5.84175,,-26.8479,22.1654,60.2433,-1.86554,1.99079,7.87916,-8.71827,-32.859,-9.56766,117.72,77.9499,-118.017,-0.563342,873.94,-65.1518
51,0,-9.1205,,-10.8121,-7.1154,-48.755,5.82703,,-26.8548,22.1748,60.2475,-1.87813,1.99684,7.88699,-8.72028,-32.8723,-9.55719,117.688,77.9431,-117.997,-0.637477,873.93,-65.1879
52,0,-9.13724,,-10.8157,-7.11449,-48.7589,5.82305,,-26.8627,22.1866,60.2521,-1.86113,1.99088,7.90471,-8.69599,-32.8831,-9.53684,117.751,77.9453,-118.071,-0.645114,873.871,-65.1218
53,0,-9.14508,,-10.8171,-7.11681,-48.7623,5.8051,,-26.8726,22.1937,60.2538,-1.85441,1.9927,7.90901,-8.68839,-32.8956,-9.53012,117.741,77.9476,-118.063,-0.681789,873.924,-65.1078
54,0,-9.14857,,-10.8218,-7.11519,-48.7665,5.81625,,-26.8747,22.2012,60.257,-1.84696,1.99234,7.91882,-8.68231,-32.9075,-9.52357,117.781,77.951,-118.111,-0.657259,873.932,-65.0964
55,0,-9.14523,,-10.8201,-7.12587,-48.7694,5.84727,,-26.8645,22.2114,60.2609,-1.85127,2.00538,7.89293,-8.7157,-32.9063,-9.55959,117.763,77.952,-118.072,-0.60961,873.943,-65.1133
56,0,-9.12123,,-10.8195,-7.1327,-48.7726,5.8568,,-26.8622,22.2201,60.2632,-1.8755,2.01995,7.87444,-8.74786,-32.9088,-9.58939,117.712,77.9502,-118.006,-0.606483,873.962,-65.1375
