Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
7759954.0000,0.0347,0.0314,9.7700,0.0018,0.0011,-0.0001,27.6800
7782954.0000,0.0247,-0.0086,9.8500,0.0018,0.0011,-0.0001,27.6400
7805954.0000,0.0147,-0.0086,9.7900,-0.0082,0.0011,-0.0001,27.7300
7828954.0000,-0.0553,0.0214,9.8300,0.0018,0.0011,-0.0001,27.6400
7851954.0000,0.0647,0.0414,9.8700,-0.0082,0.0011,-0.0001,27.7300
7874954.0000,-0.0253,0.0114,9.8200,0.0018,0.0011,-0.0001,27.6800
7897954.0000,0.0647,0.0114,9.7300,0.0018,0.0011,-0.0001,27.6800
7920954.0000,-0.0153,-0.0086,9.8000,-0.0082,0.0011,-0.0001,27.6800
7943953.0000,0.0447,-0.0486,9.9000,0.0018,0.0011,-0.0001,27.7800
7966953.0000,0.0747,-0.0286,9.8500,-0.0082,0.0011,-0.0001,27.7800
7989954.0000,-0.0253,0.0014,9.8100,0.0018,0.0011,-0.0001,27.7300
8012954.0000,-0.0253,0.0414,9.7800,0.0018,0.0011,-0.0001,27.7300
8035954.0000,0.0247,-0.0186,9.8400,0.0018,-0.0089,-0.0001,27.7300
8058954.0000,-0.0553,0.0514,9.8500,-0.0082,0.0011,-0.0001,27.6400
8081954.0000,0.0147,0.0714,9.7600,0.0018,0.0011,-0.0001,27.6800
8104954.0000,0.0147,0.0414,9.7200,0.0018,0.0011,-0.0001,27.6800
8127954.0000,-0.0253,-0.0086,9.7600,0.0018,0.0011,-0.0001,27.6800
8150954.0000,-0.0353,0.0114,9.7800,0.0018,0.0011,-0.0001,27.6800
8173954.0000,0.0047,0.0014,9.7700,0.0018,0.0011,-0.0001,27.7300
8196954.0000,-0.0153,0.0114,9.7300,0.0018,0.0011,-0.0001,27.6400
8219954.0000,-0.0453,-0.0386,9.7800,0.0018,0.0011,-0.0001,27.7300
8242954.0000,0.0047,-0.0386,9.8500,-0.0082,0.0011,-0.0001,27.7300
8265954.0000,0.0547,-0.0286,9.8300,0.0018,0.0011,-0.0001,27.7300
8288954.0000,0.0347,-0.0486,9.8300,0.0018,0.0011,-0.0001,27.6400
8311953.0000,-0.0353,-0.0186,9.8500,0.0018,0.0011,-0.0001,27.7800
8334954.0000,0.0147,0.0114,9.8600,0.0018,0.0011,-0.0001,27.6800
8357954.0000,-0.0153,0.0014,9.7700,0.0018,0.0011,-0.0001,27.6800
8380954.0000,0.0147,0.0414,9.7800,0.0018,0.0011,-0.0001,27.8200
8403954.0000,0.0647,-0.0086,9.7200,0.0018,0.0011,-0.0001,27.6400
8426954.0000,0.0347,-0.0086,9.9000,0.0018,0.0011,-0.0001,27.7300
