Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
3504962.0000,0.0525,0.0218,9.8969,0.0009,-0.0048,0.0000,22.6500
3527962.0000,-0.0575,-0.0682,9.7869,0.0009,0.0052,0.0000,22.7400
3550962.0000,0.0025,0.0018,9.7869,0.0009,0.0052,0.0000,22.7900
3573962.0000,-0.0075,-0.0782,9.7769,0.0009,0.0052,0.0000,22.6000
3596962.0000,-0.0475,0.0018,9.7969,0.0009,-0.0048,0.0000,22.6900
3619962.0000,0.0025,-0.0282,9.7869,0.0009,-0.0048,0.0000,22.6900
3642962.0000,-0.0175,0.0218,9.8369,0.0009,0.0052,0.0000,22.6500
3665962.0000,-0.0075,-0.0482,9.8369,0.0009,0.0052,0.0000,22.6500
3688962.0000,-0.0275,-0.0482,9.8369,0.0009,0.0052,0.0000,22.6500
3711962.0000,-0.0175,-0.0282,9.8369,0.0009,0.0052,0.0000,22.6500
3734962.0000,0.0225,-0.0782,9.7869,0.0009,-0.0048,0.0000,22.6900
3757962.0000,-0.0275,0.0018,9.8869,0.0009,-0.0048,0.0000,22.6000
3780962.0000,-0.0375,0.0018,9.8069,0.0009,0.0052,0.0000,22.6900
3803962.0000,-0.0275,0.0618,9.6769,0.0009,0.0052,0.0000,22.6900
3826962.0000,-0.0275,-0.0382,9.7669,0.0009,-0.0048,0.0000,22.6500
3849962.0000,0.0025,-0.0382,9.8269,0.0009,0.0052,0.0000,22.6500
3872962.0000,0.0225,0.0318,9.7869,0.0009,0.0052,0.0000,22.6500
3895962.0000,0.0025,-0.0482,9.7669,0.0009,-0.0048,0.0000,22.7400
3918962.0000,0.0325,-0.0282,9.8469,0.0009,0.0052,0.0000,22.6000
3941962.0000,-0.0375,0.0218,9.8469,0.0009,-0.0048,0.0000,22.6900
3964962.0000,-0.0075,-0.0382,9.7969,0.0009,0.0052,0.0000,22.6900
3987962.0000,-0.0175,0.0218,9.7969,0.0009,-0.0048,0.0000,22.6900
4010962.0000,0.0125,0.0518,9.7769,0.0009,-0.0048,0.0000,22.6000
4033962.0000,0.0525,0.0418,9.7369,0.0009,-0.0048,0.0000,22.5500
4056962.0000,0.0025,0.0218,9.8969,0.0009,-0.0048,0.0000,22.6500
4079962.0000,-0.0175,0.0218,9.8269,0.0009,-0.0048,0.0000,22.6500
4102962.0000,0.0025,0.0418,9.7869,0.0009,-0.0048,0.0000,22.6900
4125962.0000,-0.0275,0.0518,9.7769,0.0009,-0.0048,0.0000,22.6900
4148962.0000,0.0425,-0.0882,9.7869,0.0009,-0.0048,0.0000,22.6900
4171962.0000,-0.0075,-0.0082,9.8569,0.0009,-0.0048,0.0000,22.6900
4194962.0000,-0.0375,-0.0382,9.9169,0.0009,0.0052,0.0000,22.7400
4217962.0000,-0.0375,0.0418,9.8569,0.0009,-0.0048,0.0000,22.7400
4240962.0000,-0.0275,-0.0182,9.8769,0.0009,-0.0048,0.0000,22.6500
4263962.0000,0.0325,-0.0282,9.7669,0.0009,0.0052,0.0000,22.7400
4286962.0000,-0.0575,-0.0382,9.7169,0.0009,-0.0048,0.0000,22.6900
4309962.0000,-0.0375,-0.0082,9.7369,0.0009,0.0052,0.0000,22.6900
4332962.0000,-0.0375,0.0518,9.8069,0.0009,-0.0048,0.0000,22.6900
4355962.0000,-0.0075,0.0118,9.7969,0.0009,0.0052,0.0000,22.6000
4378962.0000,-0.0175,-0.0282,9.8469,0.0009,-0.0048,0.0000,22.6500
4401962.0000,-0.0375,-0.0482,9.7969,0.0009,0.0052,0.0000,22.6500
4424962.0000,0.0325,0.0318,9.6569,0.0009,0.0052,0.0000,22.6500
4447962.0000,0.0325,0.0218,9.8269,0.0009,0.0052,0.0000,22.6500
4470962.0000,-0.0575,-0.0082,9.7569,0.0009,0.0052,0.0000,22.7900
4493962.0000,-0.0075,-0.0082,9.7969,0.0009,-0.0048,0.0000,22.6000
4516962.0000,0.0225,0.0118,9.7869,-0.0091,0.0052,0.0000,22.6900
4539962.0000,0.0825,0.0318,9.8269,0.0009,-0.0048,0.0000,22.6900
4562962.0000,0.0725,0.0018,9.8169,0.0009,-0.0048,0.0000,22.6500
4585962.0000,-0.0375,-0.0082,9.7869,0.0009,-0.0048,0.0000,22.7400
4608962.0000,-0.0275,0.0418,9.7069,0.0009,-0.0048,0.0000,22.7400
4631962.0000,-0.0175,-0.0582,9.8269,0.0009,-0.0048,0.0000,22.7400
4654962.0000,-0.0375,-0.0182,9.7469,0.0009,-0.0048,0.0000,22.6000
4677962.0000,-0.0275,-0.0182,9.7869,0.0009,0.0052,0.0000,22.6900
4700962.0000,-0.0575,0.0118,9.8969,0.0009,0.0052,0.0000,22.6900
4723962.0000,0.0125,-0.0382,9.7769,0.0009,-0.0048,0.0000,22.6900
4746962.0000,-0.0275,-0.0182,9.7669,0.0009,-0.0048,0.0000,22.6900
4769962.0000,0.0325,-0.0082,9.8769,0.0009,0.0052,0.0000,22.6500
4792962.0000,-0.0475,-0.0282,9.7769,0.0009,-0.0048,0.0000,22.6500
4815962.0000,0.0125,-0.0182,9.7669,0.0009,0.0052,0.0000,22.7400
4838962.0000,0.0125,-0.0082,9.8669,0.0009,0.0052,0.0000,22.6900
4861962.0000,0.0125,-0.0282,9.7969,0.0009,0.0052,0.0000,22.6900
4884962.0000,0.0125,-0.0282,9.7569,0.0009,0.0052,0.0000,22.6900
4907962.0000,-0.0375,-0.0182,9.7369,0.0009,0.0052,0.0000,22.6900
4930962.0000,0.0025,-0.0282,9.8269,-0.0091,-0.0048,0.0000,22.6500
4953962.0000,0.0225,0.0318,9.7769,0.0009,-0.0048,0.0000,22.6500
4976962.0000,-0.0375,0.0118,9.8369,0.0009,0.0052,0.0000,22.5500
4999962.0000,0.0225,-0.0182,9.8069,0.0009,0.0052,0.0000,22.7400
5022962.0000,0.0025,0.0118,9.8569,0.0009,-0.0048,0.0000,22.6900
5045962.0000,0.0025,-0.0082,9.8269,0.0009,-0.0048,0.0000,22.6000
5068962.0000,0.0025,-0.0182,9.8369,-0.0091,-0.0048,0.0000,22.6900
5091962.0000,0.0225,0.0318,9.7869,0.0009,0.0052,0.0000,22.6900
5114962.0000,-0.0075,-0.0082,9.7869,0.0009,-0.0048,0.0000,22.7400
5137962.0000,0.0025,-0.0382,9.7969,0.0009,-0.0048,0.0000,22.7400
5160962.0000,-0.0675,0.0318,9.7669,0.0009,-0.0048,0.0000,22.7400
5183962.0000,0.0025,0.0518,9.7069,0.0009,0.0052,0.0000,22.6500
5206962.0000,0.0125,-0.0182,9.7969,0.0009,0.0052,0.0000,22.6900
5229962.0000,-0.0075,-0.0182,9.7869,0.0009,-0.0048,0.0000,22.6900
5252962.0000,0.0425,0.0418,9.7969,0.0009,-0.0048,0.0000,22.6900
5275962.0000,-0.0475,-0.0182,9.7969,0.0009,-0.0048,0.0000,22.6900
5298962.0000,0.0325,-0.0882,9.8069,0.0009,0.0052,0.0000,22.7400
5321962.0000,0.0125,0.0218,9.8569,0.0009,0.0052,0.0000,22.7400
5344962.0000,0.0625,0.0318,9.8669,-0.0091,-0.0048,0.0000,22.6500
5367962.0000,0.0025,0.0018,9.7769,-0.0091,-0.0048,0.0000,22.7400
5390962.0000,-0.0075,0.0118,9.7969,0.0009,0.0052,0.0000,22.6900
5413962.0000,0.0425,-0.0182,9.7869,0.0009,0.0052,0.0000,22.6900
5436962.0000,-0.0575,-0.0082,9.8969,0.0009,-0.0048,0.0000,22.6900
5459962.0000,-0.0475,-0.0282,9.7769,0.0009,0.0052,0.0000,22.6900
5482962.0000,-0.0175,0.0018,9.8769,0.0009,-0.0048,0.0000,22.7900
5505962.0000,0.0125,0.0418,9.7869,0.0009,-0.0048,0.0000,22.6500
5528962.0000,0.0125,0.0518,9.7969,0.0009,-0.0048,0.0000,22.7400
5551962.0000,0.0125,-0.0382,9.7169,0.0009,-0.0048,0.0000,22.7400
5574962.0000,0.0125,0.0218,9.7869,0.0009,0.0052,0.0000,22.6900
5597962.0000,-0.0175,0.0318,9.8369,0.0009,0.0052,0.0000,22.7900
5620962.0000,-0.0375,0.0118,9.8269,0.0009,-0.0048,0.0000,22.6000
5643962.0000,0.0325,0.0318,9.8569,0.0009,-0.0048,0.0000,22.6900
5666962.0000,0.0125,-0.0182,9.7469,0.0009,0.0052,0.0000,22.6500
5689962.0000,-0.0275,0.0218,9.8169,0.0009,0.0052,0.0000,22.6500
5712962.0000,-0.0275,-0.0082,9.8369,0.0009,-0.0048,0.0000,22.6500
5735962.0000,-0.0075,-0.0182,9.8369,0.0009,-0.0048,0.0000,22.7400
5758962.0000,-0.0275,0.0118,9.8869,-0.0091,0.0052,0.0000,22.6900
5781962.0000,0.0125,0.0618,9.8169,0.0009,0.0052,0.0000,22.6900
5804962.0000,0.0425,-0.0082,9.8069,0.0009,-0.0048,0.0000,22.6900
5827962.0000,0.0025,0.0018,9.8369,0.0009,0.0052,0.0000,22.6500
5850962.0000,-0.0075,0.0318,9.8669,0.0009,-0.0048,0.0000,22.6500
5873962.0000,0.0325,0.0318,9.7669,0.0009,0.0052,0.0000,22.7400
5896962.0000,-0.0175,0.0318,9.8369,0.0009,0.0052,0.0000,22.6500
5919962.0000,0.0525,0.0118,9.7869,0.0009,-0.0048,0.0000,22.6900
5942962.0000,-0.0275,0.0318,9.8269,0.0009,-0.0048,0.0000,22.6900
5965962.0000,0.0125,-0.0082,9.7869,0.0009,0.0052,0.0000,22.6900
5988962.0000,-0.0175,0.0318,9.7869,0.0009,-0.0048,0.0000,22.6000
6011962.0000,-0.0275,-0.0582,9.7469,0.0009,0.0052,0.0000,22.7400
6034962.0000,0.0425,-0.0182,9.7769,0.0009,-0.0048,0.0000,22.7400
6057962.0000,-0.0075,0.0118,9.8169,0.0009,-0.0048,0.0000,22.6500
6080962.0000,0.0325,0.0318,9.8369,-0.0091,0.0052,0.0000,22.7400
6103962.0000,0.0125,0.0418,9.8069,-0.0091,0.0052,0.0000,22.6000
6126962.0000,0.0225,0.0318,9.6969,-0.0091,-0.0048,0.0000,22.6900
6149962.0000,-0.0475,-0.0282,9.8569,0.0009,-0.0048,0.0000,22.6900
6172962.0000,0.0125,-0.0182,9.8669,0.0009,0.0052,0.0000,22.6900
6195962.0000,0.0225,0.0218,9.8769,0.0009,0.0052,0.0000,22.6900
6218962.0000,0.0125,0.0418,9.8069,0.0009,0.0052,0.0000,22.6900
6241962.0000,0.0625,-0.0482,9.8369,0.0009,0.0052,0.0000,22.6500
6264962.0000,-0.0275,0.0618,9.9369,0.0009,0.0052,0.0000,22.6500
6287962.0000,0.0025,-0.0382,9.7569,0.0009,-0.0048,0.0000,22.6900
6310962.0000,0.0125,0.0818,9.8069,0.0009,-0.0048,0.0000,22.6900
6333962.0000,-0.0375,-0.0282,9.8469,0.0009,0.0052,0.0000,22.6900
6356962.0000,-0.0075,0.0318,9.8469,0.0009,0.0052,0.0000,22.6900
6379962.0000,0.0125,0.0018,9.8069,0.0009,0.0052,0.0000,22.6500
6402962.0000,0.0125,0.0318,9.8469,0.0009,-0.0048,0.0000,22.7400
6425962.0000,-0.0175,-0.0382,9.7969,0.0009,-0.0048,0.0000,22.8400
6448962.0000,0.0425,0.0318,9.8669,0.0009,0.0052,0.0000,22.7400
6471962.0000,-0.0275,0.0218,9.7769,0.0009,-0.0048,0.0000,22.6900
6494962.0000,0.0225,0.0118,9.7569,0.0009,0.0052,0.0000,22.7900
6517962.0000,0.0325,-0.0482,9.7669,-0.0091,0.0052,0.0000,22.6900
6540962.0000,0.0025,0.0518,9.7769,0.0009,0.0052,0.0000,22.7900
6563962.0000,0.0125,0.0018,9.8669,0.0009,0.0052,0.0000,22.7400
6586962.0000,0.0425,-0.0482,9.8469,0.0009,0.0052,0.0000,22.6500
6609962.0000,-0.0475,-0.0082,9.7869,0.0009,0.0052,0.0000,22.7400
6632962.0000,0.0225,-0.0082,9.8469,0.0009,-0.0048,0.0000,22.6500
6655962.0000,-0.0475,-0.0482,9.7769,0.0009,0.0052,0.0000,22.7900
6678962.0000,0.0425,-0.0182,9.8569,0.0009,-0.0048,0.0000,22.6900
6701962.0000,0.0125,-0.0182,9.8069,0.0009,-0.0048,0.0000,22.6900
