Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
4470953.0,0.36,-0.06,9.2,-0.04,0.02,-0.01,24.77
4493953.0,0.24,-0.09,9.17,-0.04,0.02,-0.01,24.81
4516953.0,0.38,-0.05,9.19,-0.04,0.03,-0.01,24.91
4539953.0,0.28,-0.03,9.18,-0.04,0.02,-0.01,24.81
4562953.0,0.39,-0.12,9.22,-0.04,0.03,-0.01,24.91
4585953.0,0.33,-0.06,9.21,-0.04,0.03,-0.01,24.77
4608953.0,0.27,-0.11,9.16,-0.04,0.02,-0.01,24.86
4631953.0,0.34,-0.14,9.19,-0.04,0.02,-0.01,24.86
4654953.0,0.29,-0.13,9.13,-0.04,0.03,-0.01,24.86
4677953.0,0.29,-0.08,9.17,-0.04,0.03,-0.01,24.81
4700953.0,0.3,0.0,9.17,-0.05,0.03,-0.01,24.91
4723953.0,0.32,-0.04,9.19,-0.04,0.03,-0.01,24.81
4746953.0,0.39,-0.06,9.18,-0.04,0.03,-0.01,24.91
4769953.0,0.31,-0.02,9.27,-0.05,0.03,-0.01,24.86
4792953.0,0.27,-0.11,9.2,-0.04,0.02,-0.01,24.77
4815953.0,0.36,-0.06,9.15,-0.04,0.03,-0.01,24.86
4838953.0,0.31,-0.17,9.15,-0.04,0.03,-0.01,24.86
4861953.0,0.39,-0.07,9.26,-0.04,0.03,-0.01,24.86
4884953.0,0.3,-0.09,9.16,-0.04,0.03,-0.01,24.86
4907953.0,0.34,-0.05,9.32,-0.04,0.03,-0.01,24.72
4930953.0,0.37,-0.06,9.14,-0.04,0.03,-0.01,24.91
4953953.0,0.31,-0.05,9.23,-0.04,0.03,-0.01,24.91
4976953.0,0.29,-0.05,9.18,-0.04,0.03,-0.01,24.86
4999953.0,0.32,-0.11,9.16,-0.05,0.03,-0.01,24.86
5022953.0,0.34,-0.0,9.25,-0.05,0.03,-0.01,24.86
5045953.0,0.31,-0.07,9.13,-0.05,0.03,-0.01,24.86
5068953.0,0.31,-0.01,9.23,-0.05,0.02,-0.01,24.81
5091953.0,0.29,-0.06,9.21,-0.05,0.03,-0.01,24.81
5114953.0,0.33,-0.08,9.19,-0.05,0.03,-0.01,24.81
5137953.0,0.27,-0.08,9.15,-0.04,0.02,-0.01,24.91
5160953.0,0.25,-0.29,8.66,-0.04,0.03,-0.01,24.95
5183953.0,0.32,-0.08,9.29,-0.06,0.04,-0.01,24.86
5206953.0,0.34,-0.04,9.24,-0.04,0.03,-0.01,24.86
5229953.0,0.34,-0.02,9.31,-0.05,0.03,-0.01,24.77
5252953.0,0.27,-0.12,9.19,-0.05,0.03,-0.01,24.81
5275953.0,0.31,-0.06,9.25,-0.05,0.03,-0.01,24.81
5298953.0,0.25,-0.1,9.22,-0.04,0.02,-0.01,24.81
5321953.0,0.26,-0.1,9.2,-0.04,0.03,-0.01,24.81
5344953.0,0.32,-0.12,9.29,-0.04,0.03,-0.01,24.86
5367953.0,0.37,-0.09,9.17,-0.04,0.02,-0.01,24.86
5390953.0,0.38,-0.06,9.35,-0.04,0.03,-0.01,24.86
5413953.0,0.34,-0.06,9.29,-0.04,0.03,-0.01,24.95
5436953.0,0.33,-0.08,9.27,-0.04,0.02,-0.01,24.81
5459953.0,0.36,-0.06,9.1,-0.04,0.03,-0.01,24.81
5482953.0,0.34,-0.03,9.26,-0.04,0.03,-0.01,24.81
5505953.0,0.29,-0.05,9.2,-0.04,0.03,-0.01,24.91
5528953.0,0.34,-0.11,9.23,-0.04,0.03,-0.01,24.86
5551953.0,0.34,-0.08,9.2,-0.05,0.02,-0.01,24.86
5574953.0,0.27,-0.1,9.18,-0.04,0.02,-0.01,24.86
5597953.0,0.31,-0.1,9.18,-0.04,0.02,-0.01,24.95
5620953.0,0.36,-0.09,9.21,-0.04,0.02,-0.01,24.86
5643953.0,0.34,-0.08,9.15,-0.04,0.03,-0.01,24.86
5666953.0,0.35,-0.1,9.29,-0.04,0.03,-0.01,24.91
5689953.0,0.32,-0.08,9.18,-0.04,0.03,-0.01,24.81
5712953.0,0.35,-0.08,9.21,-0.04,0.03,-0.01,24.91
5735953.0,0.31,-0.03,9.17,-0.04,0.02,-0.01,24.86
5758953.0,0.29,-0.07,9.3,-0.04,0.02,-0.01,24.77
5781953.0,0.28,-0.08,9.23,-0.04,0.03,-0.01,24.86
5804953.0,0.3,-0.1,9.22,-0.05,0.03,-0.01,24.95
5827953.0,0.28,-0.14,9.23,-0.04,0.02,-0.01,24.91
5850953.0,0.3,-0.11,9.34,-0.04,0.03,-0.01,24.91
5873953.0,0.34,-0.11,9.24,-0.04,0.03,-0.01,24.81
5896953.0,0.29,-0.08,9.16,-0.04,0.02,-0.01,24.81
5919953.0,0.32,-0.1,9.14,-0.05,0.02,-0.01,24.86
5942953.0,0.3,-0.14,9.28,-0.04,0.02,-0.01,24.86
5965953.0,0.33,-0.01,9.28,-0.04,0.03,-0.01,24.86
5988953.0,0.28,-0.08,9.19,-0.04,0.03,-0.01,24.86
6011953.0,0.3,-0.1,9.17,-0.04,0.03,-0.01,24.91
6034953.0,0.33,-0.06,9.19,-0.04,0.03,-0.01,24.91
6057953.0,0.24,-0.13,9.22,-0.04,0.03,-0.01,24.91
6080953.0,0.31,-0.11,9.24,-0.05,0.02,-0.01,24.81
6103953.0,0.25,-0.04,9.19,-0.04,0.03,-0.01,24.95
6126953.0,0.32,-0.07,9.25,-0.04,0.02,-0.01,24.77
6149953.0,0.28,-0.06,9.28,-0.04,0.02,-0.01,24.86
6172953.0,0.31,0.01,9.17,-0.04,0.03,-0.01,24.86
6195953.0,0.33,-0.1,9.12,-0.04,0.03,-0.01,24.91
6218953.0,0.32,-0.06,9.16,-0.04,0.02,-0.01,24.91
6241953.0,0.27,-0.07,9.25,-0.04,0.02,-0.01,25.0
6264953.0,0.31,-0.04,9.15,-0.04,0.02,-0.01,24.81
6287953.0,0.34,-0.11,9.21,-0.04,0.03,-0.01,24.91
6310953.0,0.28,-0.1,9.22,-0.05,0.02,-0.01,24.86
6333953.0,0.27,-0.04,9.14,-0.05,0.02,-0.01,24.86
6356953.0,0.33,-0.03,9.31,-0.05,0.03,-0.01,24.95
6379953.0,0.32,-0.07,9.34,-0.04,0.02,-0.01,24.95
6402953.0,0.27,-0.03,9.21,-0.05,0.02,-0.01,24.77
6425953.0,0.33,-0.07,9.23,-0.04,0.02,-0.01,24.72
6448953.0,0.34,-0.11,9.15,-0.04,0.03,-0.01,24.81
6471953.0,0.33,-0.11,9.18,-0.04,0.03,-0.01,24.81
6494953.0,0.3,-0.1,9.2,-0.04,0.03,-0.01,24.86
6517953.0,0.36,-0.11,9.14,-0.04,0.02,-0.01,24.77
6540953.0,0.32,-0.05,9.17,-0.04,0.03,-0.01,24.95
6563953.0,0.31,-0.08,9.28,-0.04,0.03,-0.01,24.86
6586953.0,0.32,-0.05,9.19,-0.05,0.03,-0.01,24.81
6609953.0,0.27,-0.06,9.27,-0.04,0.02,-0.01,24.81
6632953.0,0.29,0.01,9.13,-0.04,0.03,-0.01,24.91
6655953.0,0.28,-0.06,9.12,-0.04,0.02,-0.01,24.91
