Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
3481953.0000,0.0123,0.0069,9.8019,0.0010,0.0040,-0.0000,24.8600
3504953.0000,0.0023,0.0569,9.8619,0.0010,-0.0060,-0.0000,24.8600
3527953.0000,0.0723,-0.0331,9.7419,0.0010,0.0040,-0.0000,24.8600
3550953.0000,0.0323,0.0469,9.7219,0.0010,0.0040,-0.0000,24.8100
3573953.0000,0.0723,-0.0131,9.8019,0.0010,0.0040,-0.0000,24.8100
3596953.0000,0.0323,-0.0331,9.8119,0.0010,0.0040,-0.0000,24.9100
3619953.0000,0.0523,0.0469,9.8919,0.0010,-0.0060,-0.0000,24.8100
3642953.0000,-0.0577,-0.0931,9.8019,0.0010,0.0040,-0.0000,24.8600
3665953.0000,0.0323,0.0469,9.7819,0.0010,-0.0060,-0.0000,24.8600
3688953.0000,0.0323,-0.0631,9.8019,0.0010,0.0040,-0.0000,24.8600
3711953.0000,0.0023,0.0169,9.8319,0.0010,0.0040,-0.0000,24.7700
3734953.0000,0.0223,-0.0231,9.8119,0.0010,-0.0060,-0.0000,24.9100
3757953.0000,0.0323,0.0269,9.7819,0.0010,-0.0060,-0.0000,24.8100
3780953.0000,-0.0377,0.0269,9.7519,0.0010,0.0040,-0.0000,24.8100
3803953.0000,-0.1377,-0.0331,9.7719,0.0010,-0.0060,-0.0000,24.8100
3826953.0000,0.0623,0.0169,9.8119,0.0010,0.0040,-0.0000,24.8600
3849953.0000,0.0923,-0.0731,9.7119,0.0010,0.0040,-0.0000,24.8600
3872953.0000,-0.0477,0.0469,9.8719,0.0010,0.0040,-0.0000,24.7700
3895953.0000,-0.0477,-0.0031,9.8319,0.0010,-0.0060,-0.0000,24.8600
3918953.0000,0.0223,-0.0031,9.8419,0.0010,0.0040,-0.0000,24.8100
3941953.0000,0.0623,0.0569,9.8219,0.0010,0.0040,-0.0000,24.9100
3964953.0000,0.0223,-0.0531,9.7619,0.0010,-0.0060,-0.0000,24.8100
3987953.0000,-0.0177,0.0469,9.8719,0.0010,-0.0060,-0.0000,24.9100
4010953.0000,0.0523,0.0769,9.7719,0.0010,0.0040,-0.0000,24.7700
4033953.0000,0.0323,-0.0331,9.7719,0.0010,0.0040,-0.0000,24.8600
4056953.0000,0.0623,0.0069,9.6419,0.0010,-0.0060,-0.0000,24.8600
4079953.0000,0.0323,0.0169,9.8519,0.0010,-0.0060,-0.0000,24.7700
4102953.0000,0.0123,0.0369,9.9519,-0.0090,0.0040,-0.0000,24.8600
4125953.0000,-0.0377,-0.0731,9.7119,-0.0090,0.0040,-0.0000,24.8600
4148953.0000,0.0123,-0.0131,9.8119,0.0010,0.0040,-0.0000,24.8100
4171953.0000,-0.0677,0.0069,9.6719,-0.0090,0.0040,-0.0000,24.9100
4194953.0000,0.0023,0.0169,9.7219,0.0010,0.0040,-0.0000,24.9100
4217953.0000,-0.0177,-0.0131,9.7219,0.0010,0.0040,-0.0000,24.8600
4240953.0000,-0.0077,0.0269,9.8519,0.0010,0.0040,-0.0000,24.8600
4263953.0000,-0.0377,0.0669,9.8619,0.0010,0.0040,-0.0000,24.8600
4286953.0000,0.0223,-0.0231,9.8119,0.0010,0.0040,-0.0000,24.8600
4309953.0000,0.0123,0.0269,9.8019,0.0010,-0.0060,-0.0000,24.8100
4332953.0000,-0.0277,0.0569,9.7419,0.0010,0.0040,-0.0000,24.7200
4355953.0000,-0.0377,0.0569,9.7719,0.0010,0.0040,-0.0000,24.8100
4378953.0000,0.0023,0.0469,9.8719,-0.0090,0.0040,-0.0000,24.8100
4401953.0000,-0.0077,0.0369,9.8319,0.0010,0.0040,-0.0000,24.9500
4424953.0000,-0.0277,-0.0231,9.8019,0.0010,0.0040,-0.0000,24.8600
4447953.0000,0.0023,-0.0231,9.7719,0.0010,0.0040,-0.0000,24.8600
4470953.0000,0.0523,0.0169,9.8019,0.0010,-0.0060,-0.0000,24.7700
4493953.0000,-0.0677,-0.0131,9.7719,0.0010,-0.0060,-0.0000,24.8100
4516953.0000,0.0723,0.0269,9.7919,0.0010,0.0040,-0.0000,24.9100
4539953.0000,-0.0277,0.0469,9.7819,0.0010,-0.0060,-0.0000,24.8100
4562953.0000,0.0823,-0.0431,9.8219,0.0010,0.0040,-0.0000,24.9100
4585953.0000,0.0223,0.0169,9.8119,0.0010,0.0040,-0.0000,24.7700
4608953.0000,-0.0377,-0.0331,9.7619,0.0010,-0.0060,-0.0000,24.8600
4631953.0000,0.0323,-0.0631,9.7919,0.0010,-0.0060,-0.0000,24.8600
4654953.0000,-0.0177,-0.0531,9.7319,0.0010,0.0040,-0.0000,24.8600
4677953.0000,-0.0177,-0.0031,9.7719,0.0010,0.0040,-0.0000,24.8100
4700953.0000,-0.0077,0.0769,9.7719,-0.0090,0.0040,-0.0000,24.9100
