,Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
1871968.000000,0.122754,-3.828174,8.335878,-8.689871,-5.675772,-0.319938,24.580000
1894968.000000,2.389690,-6.522255,6.249983,-7.929519,-4.245701,-0.495730,24.670000
1917968.000000,3.527265,-8.019892,5.159687,-6.211231,-2.946165,-0.690532,24.620000
1940968.000000,3.441157,-8.107933,4.953779,-3.677706,-1.894842,-0.805176,24.720000
1963968.000000,2.883123,-7.546463,4.829580,-1.057657,-0.993241,-0.722355,24.720000
1986968.000000,2.518184,-7.258892,4.554727,1.329802,0.110710,-0.470893,24.620000
2009968.000000,2.424471,-7.490544,4.772988,3.494247,1.602805,-0.213996,24.670000
2032968.000000,2.283088,-7.599773,5.938180,5.224892,3.138003,-0.078880,24.670000
2055968.000000,1.828319,-6.885272,7.472162,6.254216,4.198295,-0.039393,24.670000
2078968.000000,1.107382,-5.579336,8.579853,6.661466,4.713683,-0.009750,24.670000
2101968.000000,0.249199,-4.371161,9.513643,6.528691,4.891986,-0.007142,24.720000
2124968.000000,-0.833428,-3.145002,10.900192,5.545636,4.577295,-0.085468,24.620000
2147968.000000,-2.105119,-1.350776,11.886799,3.787167,3.551900,-0.135940,24.720000
2170968.000000,-3.064012,0.582915,10.680215,2.545532,2.518835,0.031766,24.720000
2193968.000000,-3.394802,1.656768,7.595838,3.158374,2.735734,0.381588,24.620000
2216968.000000,-3.645551,2.016163,5.668401,5.036488,4.239236,0.646133,24.580000
2239968.000000,-4.504567,2.800325,6.797752,6.152320,5.422416,0.695247,24.670000
2262968.000000,-5.663221,4.184011,8.919282,5.633881,5.020984,0.690303,24.580000
2285968.000000,-6.152069,4.968853,8.819865,4.564066,3.648424,0.762087,24.670000
2308968.000000,-5.750115,4.630515,6.444538,3.947417,2.614967,0.772650,24.620000
2331968.000000,-5.339930,4.421059,4.389727,3.320470,2.058503,0.590098,24.620000
2354968.000000,-5.602749,5.335476,4.109132,2.007160,1.220428,0.369920,24.720000
2377968.000000,-6.009814,6.220261,4.786013,0.442597,-0.048929,0.299651,24.720000
2400968.000000,-5.717312,5.555235,5.484219,-0.729440,-1.179020,0.268176,24.670000
2423968.000000,-4.961526,4.102435,6.326903,-1.920159,-1.992496,0.085816,24.770000
2446968.000000,-4.684507,3.778629,7.405423,-3.851289,-2.907264,-0.150347,24.670000
2469968.000000,-5.015845,4.517320,8.127080,-6.115358,-4.013269,-0.227786,24.580000
2492968.000000,-5.056021,4.298128,8.189506,-7.517559,-4.741039,-0.208240,24.720000
2515968.000000,-4.178223,2.154231,8.289229,-7.617416,-4.663699,-0.336198,24.720000
2538968.000000,-2.783404,-0.600279,9.251510,-7.111322,-4.131961,-0.650154,24.620000
2561968.000000,-1.627423,-2.341448,10.799021,-6.757292,-3.832509,-0.944934,24.620000
2584968.000000,-0.964801,-2.961940,11.702657,-6.569646,-3.971801,-1.067101,24.620000
2607968.000000,-0.586368,-3.265855,11.120509,-6.144710,-4.163433,-1.036273,24.620000
2630968.000000,-0.301674,-3.577439,9.348758,-5.264812,-3.967625,-0.885849,24.670000
2653968.000000,-0.031173,-3.772189,7.264063,-3.888279,-3.207297,-0.574324,24.670000
2676968.000000,0.365872,-4.125449,5.634797,-1.837248,-1.817907,-0.138332,24.720000
2699968.000000,0.951716,-5.082396,5.111702,0.934829,0.122957,0.194997,24.720000
2722968.000000,1.438555,-6.200513,6.158872,3.604884,2.012642,0.220358,24.720000
2745968.000000,1.390201,-6.283131,8.411901,4.657645,2.842540,0.058190,24.720000
2768968.000000,0.755924,-4.940719,10.397494,3.531301,2.223481,0.061496,24.670000
2791968.000000,-0.028391,-3.299208,10.612134,1.787279,1.132942,0.359013,24.770000
2814968.000000,-0.586009,-2.572369,9.169960,1.729086,1.088995,0.661236,24.670000
2837968.000000,-1.062012,-2.447881,7.924839,3.822785,2.501118,0.644559,24.670000
2860968.000000,-1.830881,-1.668968,8.495945,6.268479,4.253590,0.383998,24.620000
2883968.000000,-2.876522,0.091084,10.451229,7.177640,5.003752,0.220547,24.720000
2906968.000000,-3.775648,1.901055,11.862128,6.388614,4.489412,0.294177,24.620000
2929968.000000,-4.258684,3.047521,11.422134,5.028968,3.448859,0.431517,24.620000
2952968.000000,-4.466730,3.778484,9.623910,4.070736,2.654843,0.467533,24.720000
2975968.000000,-4.631127,4.430348,7.883083,3.637942,2.270938,0.450587,24.670000
2998968.000000,-4.783343,4.835440,6.853584,3.309647,1.994618,0.481475,24.670000
3021968.000000,-4.847572,4.887254,6.080154,2.791273,1.604916,0.525493,24.670000
3044968.000000,-4.806559,4.897904,5.283753,2.226637,1.205379,0.477160,24.670000
3067968.000000,-4.688774,5.110660,5.039286,1.755938,0.874391,0.318641,24.720000
3090968.000000,-4.535568,5.362680,5.675274,0.938499,0.307815,0.134411,24.620000
3113968.000000,-4.451638,5.399444,6.484133,-0.867663,-0.859460,0.012603,24.720000
3136968.000000,-4.530384,5.217759,6.787631,-3.395746,-2.410287,-0.017336,24.620000
3159968.000000,-4.643888,4.980096,6.914704,-5.295983,-3.591228,0.026101,24.770000
3182968.000000,-4.464133,4.673428,7.345867,-5.561157,-3.909158,0.115594,24.770000
3205968.000000,-3.750854,3.922742,7.823459,-4.805052,-3.593012,0.225295,24.670000
3228968.000000,-2.555303,2.370529,8.174535,-4.541301,-3.213456,0.279832,24.670000
3251968.000000,-1.264381,0.360438,8.921857,-5.321459,-3.151028,0.147783,24.810000
3274968.000000,-0.444743,-1.181324,10.035866,-6.205176,-3.417469,-0.199222,24.720000
3297968.000000,-0.323513,-1.845246,10.310640,-6.160633,-3.690839,-0.548842,24.720000
3320968.000000,-0.401107,-2.274041,9.212313,-5.360644,-3.588699,-0.628757,24.720000
